musicianID,musicianName,genderType,birthDate,city,familyName,forename,fatherName,motherName,spouse,NChildren,kind,webpage
http://www.wikidata.org/entity/Q3018555,,m,1948-03-23T00:00:00Z,Providence,,David,,,,,pop music,
http://www.wikidata.org/entity/Q2930439,,m,1959-12-14T00:00:00Z,"Washington\, D.C.",,C.,,,,,popular music,
http://www.wikidata.org/entity/Q3023151,Owen Patrick Eugene McNulty,m,1916-05-21T00:00:00Z,New York City,Day,Dennis,,,,,,
http://www.wikidata.org/entity/Q3021106,,m,1938-11-07T00:00:00Z,Blytheville,Clark,Dee,,,,,popular music,
http://www.wikidata.org/entity/Q3001533,,m,1967-07-20T00:00:00Z,Portland,,Courtney,,,,,rock music,http://www.dandywarhols.com/
http://www.wikidata.org/entity/Q2945633,,m,1983-03-02T00:00:00Z,Los Angeles,,Aron,,,,,popular music,http://www.deucela.com
http://www.wikidata.org/entity/Q2988170,Linnea Barbara Quigley,f,1958-05-27T00:00:00Z,Davenport,Quigley,Linnea,,,Rubberhead,,low-budget film,http://www.linnea-quigley.com
http://www.wikidata.org/entity/Q2972743,,f,1961-09-26T00:00:00Z,San Francisco,,Cindy,,,,,popular music,
http://www.wikidata.org/entity/Q3025584,Lee Martin Bunnell,m,1952-01-19T00:00:00Z,Harrogate,,Dewey,,,,,,
http://www.wikidata.org/entity/Q2967446,,f,1986-08-14T00:00:00Z,San Diego,,,,,,,,http://Chrystinasayers.com
http://www.wikidata.org/entity/Q2923444,,m,1964-11-24T00:00:00Z,Chicago,,Brad,,,,,,
http://www.wikidata.org/entity/Q3011770,,m,1867-04-12T00:00:00Z,Mobile,,,,,,,music,
http://www.wikidata.org/entity/Q3028298,,m,1976-10-22T00:00:00Z,San Bernardino County,,Jon,,,,,,http://www.jonforeman.com
http://www.wikidata.org/entity/Q3011954,,f,1975-03-18T00:00:00Z,Statesboro,Foster,,,,Ted Griffin,,,http://www.suttonfoster.com
http://www.wikidata.org/entity/Q2928820,,m,1901-01-01T00:00:00Z,Long Beach,Cassidy,Butch,,,,,African-American music,http://www.myspace.com/butchcassidywestcoast
http://www.wikidata.org/entity/Q2866559,Tamar,f,1980-03-31T00:00:00Z,Houston,,Ashley,,,,,,http://www.tamardavis.com
http://www.wikidata.org/entity/Q2876491,Anna Virginia Taylor,f,1955-01-01T00:00:00Z,Tokyo,Domino,Anna,James Taylor,Mimi Cazort,,,music,
http://www.wikidata.org/entity/Q2749084,,m,1987-03-25T00:00:00Z,Dallas,Castro,Jason,,,,,popular music,http://www.jasoncastromusic.com
http://www.wikidata.org/entity/Q2902279,,m,1986-08-26T00:00:00Z,Meridian,Scott,Justin,,,,,African-American music,http://bigkrit.com/
http://www.wikidata.org/entity/Q2746776,,f,1976-05-10T00:00:00Z,Chicago,Bennett,Rhona,,,,,popular music,http://rhonabennett.com/
http://www.wikidata.org/entity/Q2815633,,f,1947-10-15T00:00:00Z,East St. Louis,,Lynn,,,,,,http://www.lynnlowry.com
http://www.wikidata.org/entity/Q2749627,,m,1909-08-01T00:00:00Z,Gilmer,Chappelaer,Leon,,,,,,
http://www.wikidata.org/entity/Q2850420,Ann Allen,f,1952-01-20T00:00:00Z,Richmond,Savoy,Ann,,,Marc Savoy,,Cajun music,http://www.annsavoy.com/
http://www.wikidata.org/entity/Q2734027,,f,1918-05-28T00:00:00Z,San Francisco,Massey,Edith,,,,,,
http://www.wikidata.org/entity/Q2784186,Grace Wong Kwan-Hing,f,1986-05-05T00:00:00Z,New York City,Wang,Grace,,,,,,
http://www.wikidata.org/entity/Q2861962,,m,1944-01-20T00:00:00Z,Rochester,,Armand,,,,,popular music,
http://www.wikidata.org/entity/Q2820092,,m,1975-10-31T00:00:00Z,Chicago,Shust,Aaron,,,,,,http://www.aaronshust.com/
http://www.wikidata.org/entity/Q2865336,,m,1953-01-01T00:00:00Z,Baltimore,Simms,Arthur,,,,,contemporary R&B,
http://www.wikidata.org/entity/Q2846370,,f,1948-11-18T00:00:00Z,New York City,,Andrea,,,,,pop music,http://www.andreamarcovicci.com/
http://www.wikidata.org/entity/Q2903186,,f,1974-10-09T00:00:00Z,New York City,,,,,,,,http://www.neshamacarlebach.com
http://www.wikidata.org/entity/Q2900479,,m,1941-01-01T00:00:00Z,Tel Aviv,,Joseph,,,,,,
http://www.wikidata.org/entity/Q2745577,,f,1961-04-21T00:00:00Z,Long Beach,Cavadini,Cathy,,,,,,
http://www.wikidata.org/entity/Q2844563,,f,1972-06-05T00:00:00Z,Chicago,Kohn,Amy,,,,,popular music,http://www.amykohn.com
http://www.wikidata.org/entity/Q2783855,Kacey Lee Musgraves,f,1988-08-21T00:00:00Z,Mineola,Musgraves,Kacey,,,,,pop music,http://www.kaceymusgraves.com
http://www.wikidata.org/entity/Q2779052,00032365602 IPI,m,1942-12-14T00:00:00Z,Oelwein,Wagner,Richard,,,,,popular music,http://www.wagnermusic.com/
http://www.wikidata.org/entity/Q2798948,Dessa Darling,f,1981-05-23T00:00:00Z,Minneapolis,,,,,,,hip hop music,http://dessa.bandcamp.com
http://www.wikidata.org/entity/Q2746861,Leigh Anne Bingham Nash,f,1976-06-27T00:00:00Z,New Braunfels,Nash,Leigh,,,,,rock music,
http://www.wikidata.org/entity/Q2745548,,f,1956-07-12T00:00:00Z,Oklahoma City,,Sandi,,,,,Christian music,http://www.sandipatty.com
http://www.wikidata.org/entity/Q2818844,,m,1975-01-01T00:00:00Z,New York City,,,,,,,African-American music,
http://www.wikidata.org/entity/Q2864978,00040046235 IPI,m,1940-05-10T00:00:00Z,Florence,Alexander,Arthur,,,,,popular music,
http://www.wikidata.org/entity/Q2779073,,m,1946-08-04T00:00:00Z,Boston,Powers,Walter,,,,,,
http://www.wikidata.org/entity/Q2757025,,m,1934-11-16T00:00:00Z,Atlanta,Jarvis,Felton,,,,,,
http://www.wikidata.org/entity/Q2819263,,m,1970-09-29T00:00:00Z,New York City,,,,,,,African-American music,https://www.myspace.com/gettirecords
http://www.wikidata.org/entity/Q2749486,Gladys Catherine Horton,f,1945-05-30T00:00:00Z,Gainesville,Horton,Catherine,,,,,popular music,
http://www.wikidata.org/entity/Q2842639,,f,1973-03-08T00:00:00Z,New York City,,Amel,,,,,popular music,http://amellarrieux.com/
http://www.wikidata.org/entity/Q2881691,,m,1964-12-12T00:00:00Z,Cynthiana,,Ernie,,,,,,http://erniesigsound.com/
http://www.wikidata.org/entity/Q2896690,,m,1946-01-01T00:00:00Z,Munich,Miller,,,,,,,
http://www.wikidata.org/entity/Q2860153,,m,1918-09-04T00:00:00Z,Franklin County,Edwards,Archie,,,,,music,
http://www.wikidata.org/entity/Q2836527,Alicia Armendariz,f,1958-11-07T00:00:00Z,Los Angeles,,Alice,,,,,popular music,http://www.alicebag.com
http://www.wikidata.org/entity/Q2820828,Abriea Mitchell Cook,f,1884-09-25T00:00:00Z,New York City,Mitchell,Abbie,,,,,,
http://www.wikidata.org/entity/Q2897920,,m,1960-01-02T00:00:00Z,New York City,Fowler,Bernard,,,,,popular music,http://www.bernardfowler.com
http://www.wikidata.org/entity/Q2855217,,f,1928-10-06T00:00:00Z,Mount Vernon,Werle,Barbara,,,,,,
http://www.wikidata.org/entity/Q2818542,Charles Misodi Njapa,m,1976-03-03T00:00:00Z,Long Island,,Charles,,,,,rap music,http://eightyocho.com/
http://www.wikidata.org/entity/Q2844979,,f,1967-05-04T00:00:00Z,"Washington\, D.C.",Gasteyer,Ana,,,,,,http://anagasteyerinconcert.com/
http://www.wikidata.org/entity/Q2900400,,f,1928-11-06T00:00:00Z,Atlanta,Wolff,Beverly,,,,,,
http://www.wikidata.org/entity/Q2832939,,m,1978-05-12T00:00:00Z,Los Angeles,,Alex,,,,,popular music,https://www.alexebert.com
http://www.wikidata.org/entity/Q2886185,,m,1977-12-28T00:00:00Z,Toronto,Levine,Baruch,,,,,,http://www.baruchlevine.com/
http://www.wikidata.org/entity/Q2752357,,f,1974-12-10T00:00:00Z,Hong Kong,,,,,Perry Farrell,,,
http://www.wikidata.org/entity/Q2772878,,m,1974-01-14T00:00:00Z,Sacramento,,,,,,,hip hop music,
http://www.wikidata.org/entity/Q2837729,,m,1907-10-14T00:00:00Z,Lackawanna County,Jones,Allan,,,Beulah Irene Herwick,,,
http://www.wikidata.org/entity/Q2752579,,f,1968-01-01T00:00:00Z,Grand Rapids,,Michelle,,,,,,
http://www.wikidata.org/entity/Q2839247,,m,1970-11-26T00:00:00Z,South Bend,Gunn,Nathan,,,,,,
http://www.wikidata.org/entity/Q2779466,,m,1984-12-15T00:00:00Z,Cincinnati,Green,Max,,,,,punk rock,
http://www.wikidata.org/entity/Q2787296,,m,1970-10-25T00:00:00Z,New York City,Pascal,Adam,,,,2.0,,
http://www.wikidata.org/entity/Q2736922,,m,1984-04-24T00:00:00Z,Stillwater,Ritter,Tyson,,,Elena Marie Satine,,popular music,http://www.allamericanrejects.com/home.aspx
http://www.wikidata.org/entity/Q2850381,,f,1934-01-24T00:00:00Z,Newark,Cole,Ann,,,,,popular music,
http://www.wikidata.org/entity/Q2899041,,f,1907-03-22T00:00:00Z,Oakland,,Bernice,,,,,,
http://www.wikidata.org/entity/Q2779080,,m,1943-01-13T00:00:00Z,Philadelphia,Alexander,Willie,,,,,rock music,
http://www.wikidata.org/entity/Q2844575,Amy Elizabeth Ray,f,1964-04-12T00:00:00Z,Decatur,Ray,Amy,,,,,contemporary folk music,http://amy-ray.com/
http://www.wikidata.org/entity/Q2838353,,f,1969-12-09T00:00:00Z,New York City,Smith,Allison,,,,,,http://www.allisonsmith.org/
http://www.wikidata.org/entity/Q2902264,,m,1940-07-30T00:00:00Z,Clarksdale,Johnson,,,,,,music,
http://www.wikidata.org/entity/Q2854991,Sam Turner,m,1971-05-31T00:00:00Z,Detroit,Turner,Sam,,,,,popular music,
http://www.wikidata.org/entity/Q2895587,,m,1980-01-01T00:00:00Z,Eugene,Weaver,Ben,,,,,music,
http://www.wikidata.org/entity/Q2830641,,f,1975-10-03T00:00:00Z,Downey,Ubach,Alanna,,,,,,http://www.alannaubach.net/
http://www.wikidata.org/entity/Q2747775,,f,1966-09-05T00:00:00Z,Houston,Ellis,Terry,,,,,popular music,
http://www.wikidata.org/entity/Q2846286,,m,1936-11-01T00:00:00Z,Bessemer,Williams,Andre,,,,,popular music,
http://www.wikidata.org/entity/Q2850172,,f,1929-12-21T00:00:00Z,New Orleans,Gordon,Anita,,,John B. Candido,,,
http://www.wikidata.org/entity/Q2820029,,m,1978-11-11T00:00:00Z,Los Angeles,Bruno,Aaron,,,,,rock music,
http://www.wikidata.org/entity/Q2789690,,f,1924-12-14T00:00:00Z,Cleveland,Redmond,Marge,,,Jack Weinstein,,,
http://www.wikidata.org/entity/Q2895667,,f,1911-01-27T00:00:00Z,San Francisco,,,,,Fred Clark,,,
http://www.wikidata.org/entity/Q2841024,,f,1982-10-05T00:00:00Z,Philadelphia,Blank,Amanda,,,,,African-American music,http://amandablank.com/
http://www.wikidata.org/entity/Q2761016,"William Bradford ""Bill"" Champlin",m,1947-05-21T00:00:00Z,Oakland,,Bill,,,,,,http://www.billchamplin.net
http://www.wikidata.org/entity/Q2891520,,m,1951-06-07T00:00:00Z,East Berlin,,Rainer,,,,,music,http://rainermusic.org/index.html
http://www.wikidata.org/entity/Q2742575,,m,1949-10-17T00:00:00Z,Portland,Hudson,Bill,,,Cindy Williams,,,
http://www.wikidata.org/entity/Q2788227,,f,1954-03-06T00:00:00Z,Wichita Falls,Rhodes,,,,,,pop music,
http://www.wikidata.org/entity/Q2745844,,m,1950-09-09T00:00:00Z,Santa Cruz,McFee,John,,,,,popular music,
http://www.wikidata.org/entity/Q2831932,Albita Rodriguez,f,1962-06-06T00:00:00Z,Havana,,,,,,,,
http://www.wikidata.org/entity/Q2836433,Brendon Whitney,m,1976-04-05T00:00:00Z,Hollis,,Brendon,,,,,African-American music,http://www.anticon.com
http://www.wikidata.org/entity/Q2805314,,m,1946-03-12T00:00:00Z,Denver,Cooper,Marty,,,,,pop music,
http://www.wikidata.org/entity/Q2863362,Arnold Rufus McCuller,m,1950-08-26T00:00:00Z,Cleveland,McCullen,Arnold,,,,,,
http://www.wikidata.org/entity/Q2744112,,m,1972-12-01T00:00:00Z,Orocovis,Manuel,Manny,,,,,merengue music,
http://www.wikidata.org/entity/Q2884566,,m,1972-05-16T00:00:00Z,New York City,,,,,,,African-American music,
http://www.wikidata.org/entity/Q2803858,,f,1980-12-05T00:00:00Z,Louisville,,Dawn,,,Josh Ritter,,music,http://www.dawnlandes.com/
http://www.wikidata.org/entity/Q2844970,,f,1976-09-20T00:00:00Z,Saskatchewan,Egge,Ana,,,,,pop music,http://www.anaegge.com//
http://www.wikidata.org/entity/Q2846751,,m,1929-02-02T00:00:00Z,Columbus,,Andrew,,,,,popular music,
http://www.wikidata.org/entity/Q2760347,"Nathaniel Joseph ""Nate"" Ruess",m,1982-02-26T00:00:00Z,Iowa City,Ruess,Nate,,,,,popular music,http://nateruess.com/
http://www.wikidata.org/entity/Q2883930,,f,1927-10-25T00:00:00Z,Atlanta,Cook,Barbara,,,,,play,http://www.barbaracook.com/
http://www.wikidata.org/entity/Q2841022,,f,1953-01-01T00:00:00Z,Beirut,Abizaid,Amanda,,,,,,
http://www.wikidata.org/entity/Q2842824,,f,1978-01-05T00:00:00Z,Van Nuys,,America,Nello Olivo,Danica d'Hondt,Christian Bethune Campbell,,,http://americaolivo.com/
http://www.wikidata.org/entity/Q2900243,,f,1941-01-01T00:00:00Z,Orlando,Harris,Betty,,,,,popular music,
http://www.wikidata.org/entity/Q2778189,,m,1959-03-22T00:00:00Z,New York City,Friedman,Avraham,,,,,Jewish music,https://www.avrahamfried.com
http://www.wikidata.org/entity/Q2733885,,m,1936-03-04T00:00:00Z,Forest Hill,,Jay,,,,,pop music,
http://www.wikidata.org/entity/Q2816311,Renee Elise Goldsberry,f,1971-01-02T00:00:00Z,San Jose,,Renée,,,,,,
http://www.wikidata.org/entity/Q2900254,,f,1944-09-16T00:00:00Z,Wilmington,Ward,Betty,,,Gordon Hunt,,,
http://www.wikidata.org/entity/Q2820068,,m,1976-04-02T00:00:00Z,Los Angeles,Lohr,Aaron,,,Idina Kim Mentzel,,,
http://www.wikidata.org/entity/Q3177696,,m,1932-12-09T00:00:00Z,New Orleans,Hill,Jessie,,,,,popular music,
http://www.wikidata.org/entity/Q3100060,Matthew Sidney Sweet,m,1964-10-06T00:00:00Z,Lincoln,Sweet,Sidney,,,,,rock music,http://www.matthewsweet.com/
http://www.wikidata.org/entity/Q3161233,James Patrick Lynch,m,1982-07-01T00:00:00Z,Sturbridge,Lynch,James,,,,,,
http://www.wikidata.org/entity/Q3113175,,m,1972-12-25T00:00:00Z,California,,,,,,,rock music,
http://www.wikidata.org/entity/Q3161959,,f,1954-05-21T00:00:00Z,Los Angeles,Karman,Janice,Harvey Karman,,Ross Bagdasarian,,,
http://www.wikidata.org/entity/Q3110949,,m,1930-12-31T00:00:00Z,Houston,Carter,,,,,,popular music,
http://www.wikidata.org/entity/Q3108560,Cameron Mesirow,f,1983-01-01T00:00:00Z,Boston,,Cameron,,,,,rock music,http://www.glassermusic.com
http://www.wikidata.org/entity/Q3180107,,m,1962-10-02T00:00:00Z,San Diego,,Joe,,,,,pop music,http://www.joelara.com
http://www.wikidata.org/entity/Q3098580,,m,1955-03-10T00:00:00Z,Toledo,Louris,Gary,,,,,popular music,http://garylourismusic.com/
http://www.wikidata.org/entity/Q3162974,,m,1971-06-09T00:00:00Z,Calera,Meadows,Jason,,,,,country music,http://www.jasonmeadows.com
http://www.wikidata.org/entity/Q3180167,,m,1937-02-08T00:00:00Z,Fall River,Raposo,Joe,,,,,popular music,
http://www.wikidata.org/entity/Q3101985,,m,1801-01-01T00:00:00Z,Richmond,Washington,George Washington,,,,,,
http://www.wikidata.org/entity/Q3116385,,m,1971-11-04T00:00:00Z,Sacramento,Porter,Gregory,,,,,music,http://www.gregoryporter.com/
http://www.wikidata.org/entity/Q3096996,Leslie Carrara-Rudolph,f,1962-12-09T00:00:00Z,Walnut Creek,Carrara,Jolene,,,Paul H. Rudolph,,,https://www.lesliecarrara-rudolph.com/
http://www.wikidata.org/entity/Q3179611,,f,1936-02-14T00:00:00Z,Cambridge,O'Brien,Joan,,,Dino Kotopoulis,,,
http://www.wikidata.org/entity/Q3176974,,f,1978-03-28T00:00:00Z,Peoria,,,,,,,,
http://www.wikidata.org/entity/Q3179991,,m,1986-01-01T00:00:00Z,Johnson City,,Joe,,,,,country music,
http://www.wikidata.org/entity/Q3177691,,f,1984-04-04T00:00:00Z,Morris County,,Jessie,,,,,,
http://www.wikidata.org/entity/Q3162026,Janis Dremann,f,1913-10-10T00:00:00Z,Cleveland,Carter,Janis,,,,,,
http://www.wikidata.org/entity/Q3177667,,f,1995-01-01T00:00:00Z,Diamond Bar,Jarrell,Jessica,,,,,,
http://www.wikidata.org/entity/Q3179017,,m,1959-10-18T00:00:00Z,Jersey City,Bosch,Jimmy,,,,,popular music,
http://www.wikidata.org/entity/Q3177001,,f,1953-01-01T00:00:00Z,Los Angeles,,Jenna,,Margaret Teele,,,dance music,http://www.jennadrey.com/
http://www.wikidata.org/entity/Q3127630,Hal Peary,m,1908-07-25T00:00:00Z,San Leandro,Peary,Harold,,,,,,
http://www.wikidata.org/entity/Q3147762,,f,1929-01-15T00:00:00Z,Lake Charles,Queen,Ida,,,,,Zydeco,http://www.cotatifest.com/Queen%20Ida.htm
http://www.wikidata.org/entity/Q3163012,,m,1979-07-18T00:00:00Z,Chicago,Weaver,Jason,,,,,contemporary R&B,
http://www.wikidata.org/entity/Q3129780,,m,1953-11-03T00:00:00Z,Long Beach,Creed,,,,,,,
http://www.wikidata.org/entity/Q3180878,,m,1923-10-21T00:00:00Z,Meridian,Alexander,John,,,,,,
http://www.wikidata.org/entity/Q3161360,,m,1941-01-01T00:00:00Z,"Washington\, D.C.",,James,,,,,music,
http://www.wikidata.org/entity/Q3176190,,f,1947-07-18T00:00:00Z,Ferriday,,Linda,,,,,pop music,http://www.lindagaillewis.org/
http://www.wikidata.org/entity/Q3176470,,m,1982-07-31T00:00:00Z,Massachusetts,,Jeff,,,,,rock music,
http://www.wikidata.org/entity/Q3088816,,m,1947-12-05T00:00:00Z,Maywood,Messina,Jim,,,,,rock music,http://www.jimmessina.com
http://www.wikidata.org/entity/Q3133396,,m,1928-08-07T00:00:00Z,Kansas City,Reed,Herb,,,,,rhythm and blues,
http://www.wikidata.org/entity/Q3103859,,m,1948-07-28T00:00:00Z,Ravenna,Casale,Gerald,,,,,rock music,
http://www.wikidata.org/entity/Q3127926,,m,1902-04-27T00:00:00Z,Kansas City,Stockwell,Harry,,,Nina Olivette,,,
http://www.wikidata.org/entity/Q3161516,,f,1996-08-21T00:00:00Z,Virginia Beach,,,,,,,,
http://www.wikidata.org/entity/Q3129597,,f,1916-11-17T00:00:00Z,Sheboygan,,Helen,,,,,,
http://www.wikidata.org/entity/Q3156989,Jeannette Dubois,f,1945-08-05T00:00:00Z,New York City,Dubois,,,,,,,
http://www.wikidata.org/entity/Q3101599,,m,1903-02-18T00:00:00Z,Omaha,,George,,,,,,
http://www.wikidata.org/entity/Q3115873,,m,1960-10-30T00:00:00Z,Hartford,,,,,,,popular music,http://www.graysonhugh.net/
http://www.wikidata.org/entity/Q3179955,Joseph Leon Williams,m,1935-02-03T00:00:00Z,Mobile,Williams,Jody,,,,,music,
http://www.wikidata.org/entity/Q3170674,,m,1953-01-01T00:00:00Z,Chicago,,Jean,,,,,rock music,http://www.jeanbeauvoir.com
http://www.wikidata.org/entity/Q3101916,,m,1934-04-18T00:00:00Z,Indianapolis,,George,,,,,,
http://www.wikidata.org/entity/Q3133581,,f,1983-12-15T00:00:00Z,Ho Chi Minh City,,Trish,,,,,popular music,http://www.trishttrang.com
http://www.wikidata.org/entity/Q3110118,,f,1933-01-11T00:00:00Z,Karnes County,Hill,Goldie,,,Carl Smith,,pop music,
http://www.wikidata.org/entity/Q3121917,,f,1987-10-03T00:00:00Z,Clearwater,Battaglia,Kaci,,,,,popular music,http://kacibattaglia.com
http://www.wikidata.org/entity/Q3161044,,m,1989-01-06T00:00:00Z,Santa Cruz,Durbin,James,,,,,popular music,http://www.durbinrock.com
http://www.wikidata.org/entity/Q3141568,,m,1956-11-28T00:00:00Z,Miami,Johnson,Howard,,,,,popular music,
http://www.wikidata.org/entity/Q3107729,,m,1943-03-02T00:00:00Z,Buffalo,Frank,Jackson,,,,,music,
http://www.wikidata.org/entity/Q3147338,,m,1970-08-31T00:00:00Z,Johnstown,Williams,Ian,,,,,,
http://www.wikidata.org/entity/Q3127584,,m,1931-03-30T00:00:00Z,Chicago,,Harold,,,,,music,
http://www.wikidata.org/entity/Q3116389,,m,1951-06-18T00:00:00Z,Pavilion,Reinhart,Gregory,,,,,,
http://www.wikidata.org/entity/Q3086992,,f,1942-09-19T00:00:00Z,Detroit,Payne,Freda,,,,,popular music,http://www.fredapayne.com/
http://www.wikidata.org/entity/Q3139389,,f,1953-01-01T00:00:00Z,New York City,Knight,Holly,,,,,pop music,
http://www.wikidata.org/entity/Q3141581,,m,1953-11-05T00:00:00Z,Los Angeles,McGillin,Howard,,,,,,
http://www.wikidata.org/entity/Q3101663,,m,1945-03-12T00:00:00Z,Indianola,Jackson,George,,,,,popular music,
http://www.wikidata.org/entity/Q3090787,,m,1914-02-06T00:00:00Z,Norfolk,Ravenscroft,Arthur,,,,,,
http://www.wikidata.org/entity/Q3177119,,f,1966-02-01T00:00:00Z,Fairfax,Wilson,Jennifer,,,,,,
http://www.wikidata.org/entity/Q3101632,,m,1970-02-04T00:00:00Z,Princeton Junction,Murphy,James,,,,,dance-punk,http://lcdsoundsystem.com/main/
http://www.wikidata.org/entity/Q3179041,,m,1983-01-01T00:00:00Z,Detroit,,Jimmy,,,,,electronic dance music,http://www.jimmyedgar.com
http://www.wikidata.org/entity/Q3162970,,m,1969-03-26T00:00:00Z,Modesto,Lytle,Jason,,,,,pop music,http://jasonlytle.com
http://www.wikidata.org/entity/Q3180873,,m,1949-10-04T00:00:00Z,Baltimore,,John,,,,,,
http://www.wikidata.org/entity/Q3127703,Harper James Simon,m,1972-09-07T00:00:00Z,New York City,Simon,Harper,Jerry Landis,Peggy Harper,,,alternative rock,http://harpersimon.com
http://www.wikidata.org/entity/Q3105243,,f,1929-11-18T00:00:00Z,Hartford,D'Angelo,Gianna,,,,,,
http://www.wikidata.org/entity/Q3154645,Irene Hilda,f,1920-12-08T00:00:00Z,Richmond,,Irène,,,,,,http://www.irene-hilda.com/
http://www.wikidata.org/entity/Q3087644,Margaret Nixon McEathron,f,1930-02-22T00:00:00Z,Altadena,Nixon,Marni,,,Ernest Gold,,,
