musicianID,musicianName,genderType,birthDate,city,familyName,forename,fatherName,motherName,spouse,NChildren,kind,webpage,residence
http://www.wikidata.org/entity/Q12006,00234720196 IPI,m,1969-01-14T00:00:00Z,Warren,Grohl,David,,,,,rock music,http://www.foofighters.com,
http://www.wikidata.org/entity/Q11637,Frances Ethel Gumm,f,1922-06-10T00:00:00Z,Grand Rapids,Gumm,Ethel,,,David Rose,,,http://www.thejudyroom.com/,Lancaster
http://www.wikidata.org/entity/Q4636,Barbara Joan Streisand,f,1942-04-24T00:00:00Z,New York City,Streisand,Barbara,,,James Brolin,,popular music,http://www.barbrastreisand.com/,Woodland Hills
http://www.wikidata.org/entity/Q11901,Beck Hansen,m,1970-07-08T00:00:00Z,Los Angeles,Beck,,David Richard Campbell,Bibbe Hansen,Santina Marissa Ribisi,,rock music,http://www.beck.com,
http://www.wikidata.org/entity/Q8446,Kurdt Kobain,m,1967-02-20T00:00:00Z,Aberdeen,Cobain,Donald,,,Courtney Michelle Love,,alternative rock,,
http://www.wikidata.org/entity/Q5921,00002948497 IPI,m,1926-10-18T00:00:00Z,St. Louis,Berry,Chuck,,,,4.0,popular music,http://www.chuckberry.com/,The Ville
http://www.wikidata.org/entity/Q2680,Walter Bruce Willis,m,1955-03-19T00:00:00Z,Idar-Oberstein,Willis,Bruce,,,Emma Heming Willis,,,,Los Angeles
http://www.wikidata.org/entity/Q6060,Curtis Jackson,m,1975-07-06T00:00:00Z,New York City,Jackson,Curtis,,,,2.0,African-American music,http://50cent.com/,
http://www.wikidata.org/entity/Q4061,"Woodrow Wilson ""Woody"" Guthrie",m,1912-07-14T00:00:00Z,Okemah,Guthrie,Woody,,,Marjorie Guthrie,8.0,popular music,,
http://www.wikidata.org/entity/Q4028,Jerry Landis,m,1941-10-13T00:00:00Z,Newark,Simon,Paul Frederic,Louis Simon,Belle (?),Kathleen Chitty,,rock music,http://www.paulsimon.com,
http://www.wikidata.org/entity/Q557,00089248238 IPI,f,1946-12-30T00:00:00Z,Chicago,Smith,Patti,,,Frederick Dewey Smith,,rock music,http://www.pattismith.net/intro.html,
http://www.wikidata.org/entity/Q4337,Rodger A. Bumpass,m,1951-11-20T00:00:00Z,Little Rock,Bumpass,Rodger,,,,,,,
http://www.wikidata.org/entity/Q4612,Dietrich,f,1901-12-27T00:00:00Z,Berlin,Dietrich,Marie,Louis Erich Otto Dietrich,Josefine von Losch,Taidje Khan,,,http://www.marlene.com/,
http://www.wikidata.org/entity/Q5928,Jimmy James,m,1942-11-27T00:00:00Z,Seattle,Hendrix,Jimi,,,,,rock music,https://www.jimihendrix.com/,
http://www.wikidata.org/entity/Q8160,,f,1999-04-20T00:00:00Z,New York City,,Carly,,,,,contemporary R&B,http://www.carlyrosesonenclar.com,
http://www.wikidata.org/entity/Q4029,Tara Charendoff,f,1973-02-12T00:00:00Z,Toronto,Strong,Tara,Syd Connolly Charendoff,Lucy Shapiro,Craig Michael Strong,,,http://www.tarastrong.com,Los Angeles
http://www.wikidata.org/entity/Q6078,Andre Romelle Young,m,1965-02-18T00:00:00Z,Compton,Young,Romelle,,,,8.0,African-American music,http://www.drdre.com,Beverly Hills
http://www.wikidata.org/entity/Q4042,Thomas Callaway,m,1975-05-30T00:00:00Z,Atlanta,Callaway,DeCarlo,,,,1.0,popular music,http://www.ceelogreen.com,
http://www.wikidata.org/entity/Q11617,Baby Girl,f,1979-01-16T00:00:00Z,New York City,Haughton,Aaliyah,,,Robert Kelly,,African-American music,https://www.aaliyah.com/,Detroit
http://www.wikidata.org/entity/Q11930,Kevin Michael Costner,m,1955-01-18T00:00:00Z,Lynwood,Costner,Kevin,,,Christine Anne Baumgartner,7.0,pop music,http://kevincostner.com/,California
http://www.wikidata.org/entity/Q5104,Miranda Taylor Cosgrove,f,1993-05-14T00:00:00Z,Los Angeles,Cosgrove,Miranda,,,,,popular music,http://www.mirandacosgroveofficial.com,
http://www.wikidata.org/entity/Q4070,,f,1945-07-20T00:00:00Z,Pasadena,Carnes,Kim,,,,,pop music,http://www.kimcarnes.com,
http://www.wikidata.org/entity/Q4271,Jack Hoppus,m,1972-03-15T00:00:00Z,Ridgecrest,Hoppus,Mark Alan,,,,,rock music,,Beverly Hills
http://www.wikidata.org/entity/Q4473,,f,1992-06-26T00:00:00Z,Long Beach,McCurdy,Jennette,,,,,popular music,http://www.jennettemccurdy.com/,Studio City
http://www.wikidata.org/entity/Q5950,James Joseph Brown,m,1933-05-03T00:00:00Z,Barnwell,Brown,James,,,,,Christian music,http://www.godfatherofsoul.com,
http://www.wikidata.org/entity/Q2274,"Chesney Henry ""Chet"" Baker",m,1929-12-23T00:00:00Z,Yale,Baker,Chesney,,,,,popular music,,
http://www.wikidata.org/entity/Q4350,Heather Lee Joelson,f,1967-04-28T00:00:00Z,New York City,Fahn,Melissa,,,Joel Alpers,,,http://www.melissafahn.com/,
http://www.wikidata.org/entity/Q5969,Edward Raymond 'Eddie' Cochran,m,1938-10-03T00:00:00Z,Albert Lea,Cochran,Edward,,,00028511301 IPI,,pop music,http://www.eddie-cochran.info,
http://www.wikidata.org/entity/Q4039,"Arthur Ira ""Art"" Garfunkel",m,1941-11-05T00:00:00Z,New York City,Garfunkel,Arthur,,,,,popular music,http://www.artgarfunkel.com,
http://www.wikidata.org/entity/Q8876,,m,1970-05-29T00:00:00Z,Greenport,,David,,,,,electronic music,http://www.myspace.com/davidcicero,
http://www.wikidata.org/entity/Q11885,W. Axl Rose,m,1962-02-06T00:00:00Z,Lafayette,Rose,Bruce,,,Erin Everly,,rock music,,Spain
http://www.wikidata.org/entity/Q12003,Cleo,f,1946-05-20T00:00:00Z,El Centro,,Cher,,Georgia LaPiere,Richard Stephen Sambora,,rock music,http://www.cher.com,
http://www.wikidata.org/entity/Q392,Alias,m,1941-05-24T00:00:00Z,Duluth,Dylan,Bob,,,Joan Báez,,country music,http://www.bobdylan.com,Malibu
http://www.wikidata.org/entity/Q11907,E,m,1963-04-10T00:00:00Z,Virginia,Everett,Mark,Hugh Everett,,,,popular music,http://www.eelstheband.com/,
http://www.wikidata.org/entity/Q2709,Anna Karina,f,1988-03-14T00:00:00Z,North Highlands,Grey,Ann,,,,,,http://www.sashagrey.com/,
http://www.wikidata.org/entity/Q4617,Blue Man,m,1989-02-21T00:00:00Z,New York City,Reivers,Bleu,David Reivers,,Sasha Clements,,popular music,http://www.corbinbleu.com,Los Angeles
http://www.wikidata.org/entity/Q36301,Anne Jacqueline Hathaway,f,1982-11-12T00:00:00Z,New York City,Hathaway,Anne,,,Adam Shulman,,,,
http://www.wikidata.org/entity/Q54858,,f,1992-10-14T00:00:00Z,Hillsboro,Outen,Savannah,,,,,popular music,,
http://www.wikidata.org/entity/Q46080,Victoria Lynn Jackson-Wessel,f,1959-08-02T00:00:00Z,Miami,Jackson,Victoria,,,,,,http://victoriajackson.com,
http://www.wikidata.org/entity/Q120533,LeAnn Rimes Cibrian,f,1982-08-28T00:00:00Z,Jackson,,,,,Edward Bryant Cibrian,,popular music,http://www.leannrimesworld.com,
http://www.wikidata.org/entity/Q44707,,m,1970-08-20T00:00:00Z,Jacksonville,Durst,Fred,,,,,rap rock,http://freddurst.com/,
http://www.wikidata.org/entity/Q15079,Louis CK,m,1967-09-12T00:00:00Z,Tecámac Municipality,Székely,Louis,,,Alix Bailey,2.0,,https://louisck.net/,Mexico City
http://www.wikidata.org/entity/Q49847,,m,1981-08-14T00:00:00Z,Oklahoma City,Johnson,Ray,,,,,,http://www.raywj.com,Los Angeles
http://www.wikidata.org/entity/Q45001,Deacon L. J. Bates,m,1894-10-26T00:00:00Z,Coutchman,Jefferson,,,,,,music,,
http://www.wikidata.org/entity/Q19201,Michael Kenji Shinoda,m,1977-02-11T00:00:00Z,Panorama City,Shinoda,Mike,,,,3.0,rock music,http://mikeshinoda.com,
http://www.wikidata.org/entity/Q24632,,m,1967-03-11T00:00:00Z,Glasgow,Barrowman,John,,,Scott Gill,,play,http://www.johnbarrowman.com,Glasgow
http://www.wikidata.org/entity/Q49319,,m,1979-01-07T00:00:00Z,Newport Beach,,,,,,,popular music,http://www.aloeblacc.com/,
http://www.wikidata.org/entity/Q26539,"Elizabeth Frances ""Lisa"" Zane",f,1961-04-05T00:00:00Z,Chicago,Zane,Lisa,,,,,,http://www.lisazane.com,
http://www.wikidata.org/entity/Q42180,Bruddah Iz,m,1959-05-20T00:00:00Z,Honolulu,,Israel,,,,,popular music,https://www.izhawaii.com,
http://www.wikidata.org/entity/Q34389,Whitney Elizabeth Houston,f,1963-08-09T00:00:00Z,Newark,Houston,Whitney,,Cissy Houston,"Robert Barisford ""Bobby"" Brown",,Christian music,https://www.whitneyhouston.com/,
http://www.wikidata.org/entity/Q49735,John Lester Nash,m,1940-08-19T00:00:00Z,Houston,Nash,Lester,,,,,reggae,,
http://www.wikidata.org/entity/Q117139,Cameron Thomaz,m,1987-09-08T00:00:00Z,Minot,,,,,Amber Levonchuck,,popular music,http://www.wizkhalifa.com/,Germany
http://www.wikidata.org/entity/Q41594,Christina Maria Aguilera,f,1980-12-18T00:00:00Z,New York City,Aguilera,Christina,Fausto Wagner Xavier Aguilera-Monge,,Jordan Bratman,2.0,electronic music,https://www.christinaaguilera.com/,Rochester
http://www.wikidata.org/entity/Q40422,Charles Toby Williams,m,1977-05-09T00:00:00Z,Oakland,Williams,,,,,,hyphy,,
http://www.wikidata.org/entity/Q30896,Lalaine,f,1987-06-03T00:00:00Z,Burbank,,,,,,,popular music,http://www.lalaine.net/,
http://www.wikidata.org/entity/Q47899,Paris Whitney Hilton,f,1981-02-17T00:00:00Z,New York City,Hilton,Paris,Richard Hilton,Kathy Hilton,Jason Shaw,,popular music,http://www.parishilton.com,
http://www.wikidata.org/entity/Q20178,"Joseph Frank ""Joe"" Pesci",m,1943-02-09T00:00:00Z,Newark,Pesci,Joe,,,,,film,,Lavallette
http://www.wikidata.org/entity/Q14538,,f,1981-02-26T00:00:00Z,Belleville,,Sharon,,,,,popular music,http://www.sharonvanetten.com,
http://www.wikidata.org/entity/Q39574,Candice Accola,f,1987-05-13T00:00:00Z,Houston,Accola,Candice,,,Joe King,,popular music,,
http://www.wikidata.org/entity/Q49575,John Birks Dizzy Gillespie,m,1917-10-21T00:00:00Z,Cheraw,Gillespie,,,,,,jazz,http://www.dizzygillespie.com/,
http://www.wikidata.org/entity/Q44855,Sigmund Esco Jackson,m,1951-05-04T00:00:00Z,Gary,Jackson,Jackie,Joseph Jackson,Katherine Esther Scruse,Paula Julie Abdul,,popular music,http://www.jackiejackson5.com/,
http://www.wikidata.org/entity/Q26625,Marco Antonio Muñiz,m,1968-09-16T00:00:00Z,New York City,Muñiz,Marco Antonio,,,J-Lo,,dance music,http://www.marcanthonyonline.com/,
http://www.wikidata.org/entity/Q24064,Amanda Sommerville,f,1979-03-07T00:00:00Z,Flushing,Somerville,Amanda,,,,,popular music,http://www.amandasomerville.com/,
http://www.wikidata.org/entity/Q44414,Parker,m,1969-10-19T00:00:00Z,Conifer,Parker,Randolph,,,,,,,
http://www.wikidata.org/entity/Q38875,Black Dante,m,1973-12-11T00:00:00Z,New York City,Smith,,,,,6.0,African-American music,http://www.mosdefmusic.com/,
http://www.wikidata.org/entity/Q44721,,m,1975-02-07T00:00:00Z,Richmond,Borland,Wes,,,,,heavy metal,http://www.theborlandgallery.com/,
http://www.wikidata.org/entity/Q37150,Elizabeth Grant,f,1985-06-21T00:00:00Z,New York City,Grant,Elizabeth,,,,,alternative rock,https://www.lanadelrey.com,Los Angeles
http://www.wikidata.org/entity/Q26695,Lionel Brockman Richie,m,1949-06-20T00:00:00Z,Tuskegee,,Lionel,,,Brenda Harvey-Richie,,popular music,https://lionelrichie.com,Los Angeles
http://www.wikidata.org/entity/Q38150,,m,1976-11-18T00:00:00Z,Beverly,McWane,David,,,,,ska,,
http://www.wikidata.org/entity/Q26058,James David Maslow Burge,m,1990-07-16T00:00:00Z,New York City,Maslow,James,,,,,popular music,http://www.jamesmaslow.com,
http://www.wikidata.org/entity/Q45362,Bijou Lilly Phillips,f,1980-04-01T00:00:00Z,Greenwich,Phillips,Bijou,00024235418 IPI,Geneviève Waïte,Daniel Masterson,,popular music,,
http://www.wikidata.org/entity/Q35912,"Emmanuelle Grey ""Emmy"" Rossum",f,1986-09-12T00:00:00Z,New York City,Rossum,Emmy,,,Sam Esmail,,popular music,http://www.emmyrossum.com/,
http://www.wikidata.org/entity/Q39224,Andrew Alen,m,1988-08-19T00:00:00Z,Plainview,Allen,,,,,,African-American music,http://hoodieallen.com,
http://www.wikidata.org/entity/Q44833,J.J. Cale,m,1938-12-05T00:00:00Z,Oklahoma City,,John,,,Christine Lakeland,,music,http://www.jjcale.com/,
http://www.wikidata.org/entity/Q55497,Jamie Lynn Marie Spears,f,1991-04-04T00:00:00Z,McComb,Spears,Lynn,,Lynne Irene Bridges,,2.0,pop music,http://www.jamielynnspears.com,
http://www.wikidata.org/entity/Q36290,Diana Ernestine Earle Ross,f,1944-03-26T00:00:00Z,Detroit,Ross,Diana,,,Berry Gordy,,popular music,http://www.dianaross.com/,
http://www.wikidata.org/entity/Q44570,,m,1917-08-22T00:00:00Z,Clarksdale,Hooker,Lee,,,,,music,http://www.johnleehooker.com,
http://www.wikidata.org/entity/Q46677,,f,1988-10-04T00:00:00Z,Littleton,Benoist,Melissa,,,"Christopher Charles ""Chris"" Wood",,popular music,,Vancouver
http://www.wikidata.org/entity/Q41342,,f,1936-12-29T00:00:00Z,New York City,,Mary,,,Grant Tinker,1.0,,,
http://www.wikidata.org/entity/Q18804,Rebecca Renee Black,f,1997-06-21T00:00:00Z,Irvine,Black,Rebecca,,,,,popular music,http://www.rebeccablackonline.com,
http://www.wikidata.org/entity/Q44903,Lindsay Dee Lohan,f,1986-07-02T00:00:00Z,New York City,Lohan,Lindsay,Michael John Lohan,Dina Lohan,,,pop music,,London
http://www.wikidata.org/entity/Q50608,Chester Trent Lott,m,1941-10-09T00:00:00Z,Grenada,Lott,Trent,,,,,,,
http://www.wikidata.org/entity/Q44301,"James Douglas ""Jim"" Morrison",m,1943-12-08T00:00:00Z,Melbourne,Morrison,Douglas,George Stephen Morrison,,Pamela Courson,,popular music,,
http://www.wikidata.org/entity/Q48187,Eric Patrick Clapton,m,1945-03-30T00:00:00Z,Ripley,Clapton,Eric,,,Lory Del Santo,,blues,http://www.ericclapton.com/,
http://www.wikidata.org/entity/Q19526,Marguerite Ann Johnson,f,1928-04-04T00:00:00Z,St. Louis,Angelou,Maya,,,,,,https://www.mayaangelou.com/,St. Louis
http://www.wikidata.org/entity/Q25652,,f,1941-07-18T00:00:00Z,Eufaula,Reeves,Martha,,,,,popular music,http://www.missmarthareeves.com,
http://www.wikidata.org/entity/Q18989,Ryan Whitney Newman,f,1998-04-24T00:00:00Z,Manhattan Beach,Newman,Ryan,,,,,,,
http://www.wikidata.org/entity/Q14045,Barracuda,m,1965-09-11T00:00:00Z,New York City,Hall,Melville,,,,,electronic music,http://moby.com,
http://www.wikidata.org/entity/Q37459,Nicole Mary Kidman,f,1967-06-20T00:00:00Z,Honolulu,Kidman,Nicole,Antony David Kidman,Janelle Kidman,Keith Lionel Urban,4.0,,http://www.nicolekidmanofficial.com/,
http://www.wikidata.org/entity/Q15935,Ye,m,1977-06-08T00:00:00Z,Atlanta,West,Omari,father of Kanye West,Donda W.,Keeks,4.0,African-American music,http://kanyewest.com,Hidden Hills
http://www.wikidata.org/entity/Q39983,Anthony Deane Rapp,m,1971-10-26T00:00:00Z,Chicago,Rapp,Anthony,,,,,,,
http://www.wikidata.org/entity/Q43416,Keanu Charles Reeves,m,1964-09-02T00:00:00Z,Beirut,Reeves,Charles,,,Alexandra Grant,,rock music,,Hollywood Hills
http://www.wikidata.org/entity/Q49075,Louis X,m,1933-05-11T00:00:00Z,New York City,Farrakhan,Louis,,,Khadijah Farrakhan,,,,Kenwood
http://www.wikidata.org/entity/Q54868,Noah Lindsey Cyrus,f,2000-01-08T00:00:00Z,Nashville,Cyrus,Noah,Billy Ray Cyrus,Leticia Finley,,,popular music,http://noahcyrus.com,Nashville
http://www.wikidata.org/entity/Q18593,,m,1978-03-12T00:00:00Z,Suffern,Sanchez,Claudio,,,,,rock music,http://www.coheedandcambria.com,
http://www.wikidata.org/entity/Q14441,Liza May Minnelli,f,1946-03-12T00:00:00Z,Hollywood,Minnelli,Liza,Lester Anthony Minnelli,Frances Ethel Gumm,Peter Allen,,popular music,http://www.officiallizaminnelli.com/,Los Angeles
http://www.wikidata.org/entity/Q14541,,m,1945-05-24T00:00:00Z,Chicago,Callier,Terry,,,,,popular music,,
http://www.wikidata.org/entity/Q40638,Blake Alexander Jenner,m,1992-08-27T00:00:00Z,Miami,Jenner,Blake,,,,,,,
http://www.wikidata.org/entity/Q34584,Anastacia Lyn Newkirk,f,1968-09-17T00:00:00Z,Chicago,,Anastacia,,,,,popular music,http://anastacia.com/,
http://www.wikidata.org/entity/Q121507,Alicia J. Augello Cook,f,1981-01-25T00:00:00Z,New York City,Keys,Alicia,,,Kasseem Dean,2.0,neo soul,https://aliciakeys.com/,
http://www.wikidata.org/entity/Q42025,Jonathan Davis (rapper),m,1970-04-10T00:00:00Z,New York City,Davis,Jonathan,,,,,African-American music,http://qtiponline.com,
http://www.wikidata.org/entity/Q26378,Ariel Winter Workman,f,1998-01-28T00:00:00Z,Fairfax,Workman,Ariel,,,,,,http://arielwinter.net/,
http://www.wikidata.org/entity/Q27326,,f,1995-09-05T00:00:00Z,Atlanta,Sunshine,Caroline,,,,,popular music,,
http://www.wikidata.org/entity/Q120260,Martin Joseph O'Malley,m,1963-01-18T00:00:00Z,"Washington\, D.C.",O'Malley,Martin Joseph,Thomas Martin O'Malley,Barbara  O'Malley,Katie O'Malley,4.0,Celtic music,http://www.martinomalley.com,Baltimore
http://www.wikidata.org/entity/Q34436,Scarlett Ingrid Johansson,f,1984-11-22T00:00:00Z,New York City,Johansson,Scarlett,,,Romain Dauriac,,popular music,,
http://www.wikidata.org/entity/Q44144,Christopher Keith Irvine,m,1970-11-09T00:00:00Z,New York City,,Christopher,Ted Irvine,,,,popular music,http://www.chris-jericho.com/,
http://www.wikidata.org/entity/Q53549,Noreaga,m,1976-09-06T00:00:00Z,New York City,,N.,,,,,African-American music,,
http://www.wikidata.org/entity/Q44909,,f,1961-11-13T00:00:00Z,Ventura,Kane,,,,,,music,http://www.candyekane.com,
http://www.wikidata.org/entity/Q23543,Selena Perez,f,1971-04-16T00:00:00Z,Lake Jackson,Quintanilla,Selena,Abraham Quintanilla,,Chris Perez,,pop music,http://www.q-productions.com,
http://www.wikidata.org/entity/Q37944,,f,1985-10-23T00:00:00Z,Tirana,,,,,,,,,
http://www.wikidata.org/entity/Q30570,,m,1973-03-13T00:00:00Z,New York City,,David,,,Lena Yada,,heavy metal,http://www.disturbed1.com/,Brooklyn
http://www.wikidata.org/entity/Q49888,,m,1940-03-21T00:00:00Z,Philadelphia,Burke,Solomon,,,,,popular music,http://www.thekingsolomonburke.com/,
http://www.wikidata.org/entity/Q122881,,m,1951-01-06T00:00:00Z,Detroit,Wilson,Kim,,,,,music,,
http://www.wikidata.org/entity/Q23880,,f,1968-09-19T00:00:00Z,Oaxaca,Downs,Lila,,,,,popular music,http://www.liladowns.com,
http://www.wikidata.org/entity/Q12827,Mary Beth Patterson,f,1981-02-19T00:00:00Z,Searcy,Patterson,Beth,,,,,popular music,http://www.bethditto.com,
http://www.wikidata.org/entity/Q39639,Brad Douglas Paisley,m,1972-10-28T00:00:00Z,Glen Dale,Paisley,Brad,,,Kimberly Williams-Paisley,,pop music,http://www.bradpaisley.com/,
http://www.wikidata.org/entity/Q122020,Hilary Erhard Duff,f,1987-09-28T00:00:00Z,Houston,Duff,Hilary,,,Mike Comrie,2.0,rock music,http://hilaryduff.com,
http://www.wikidata.org/entity/Q32849,Aliaune Damala Badara Akon Thiam,m,1973-04-16T00:00:00Z,St. Louis,Thiam,,,,,,African-American music,https://www.akon.com/,
http://www.wikidata.org/entity/Q34460,Gwyneth Katherine Paltrow,f,1972-09-27T00:00:00Z,Los Angeles,Paltrow,Gwyneth,Bruce Paltrow,Blythe Danner,Benjami Geza Affleck,2.0,,,
http://www.wikidata.org/entity/Q14313,Auto Goon,m,1973-04-05T00:00:00Z,Virginia Beach,Williams,,,,Helen Lasichanh,4.0,African-American music,http://www.pharrellwilliams.com/,Beverly Hills
http://www.wikidata.org/entity/Q37355,John Talbot,m,1954-05-08T00:00:00Z,Oklahoma City,,John,,,,,Christian music,http://www.johnmichaeltalbot.com/,
http://www.wikidata.org/entity/Q26869,,m,1947-02-09T00:00:00Z,Richmond,Harris,,,,,,popular music,,
http://www.wikidata.org/entity/Q40912,Francis A. Sinatra,m,1915-12-12T00:00:00Z,Hoboken,Sinatra,Albert,Anthony Martin Sinatra,Dolly Sinatra,Ava Gardner,,jazz,http://www.sinatra.com,Hoboken
http://www.wikidata.org/entity/Q26294,Logan Phillip Henderson Mikesmall,m,1989-09-14T00:00:00Z,North Richland Hills,Henderson,Logan,,,,,pop music,http://www.logan-henderson.com/,
http://www.wikidata.org/entity/Q19004,Sonny,m,1988-01-15T00:00:00Z,Los Angeles,Moore,John,,,,,house music,http://skrillex.com,
http://www.wikidata.org/entity/Q19417,Jimmy Urine,m,1969-09-07T00:00:00Z,New York City,,Jimmy,,,Chantal Claret,,rock music,,
http://www.wikidata.org/entity/Q26053,Carlos Pena,m,1989-08-15T00:00:00Z,Columbia,Peña,Carlos Roberto,,,Alexa Ellesse PenaVega,,popular music,,Weston
http://www.wikidata.org/entity/Q40069,,f,1975-08-31T00:00:00Z,"La Chingada\, Veracruz",Ramírez,Sara,,,,,,http://www.sararamirez.com/,
http://www.wikidata.org/entity/Q29328,Brianne Desaulniers,f,1989-10-01T00:00:00Z,Sacramento,Larson,Brie,,,Clark Schädelkopf,,popular music,,Los Angeles
http://www.wikidata.org/entity/Q55449,Adam Nyerere Bahner,m,1982-05-21T00:00:00Z,Minneapolis,,Adam,,,,,,http://www.tayzonday.com/,
http://www.wikidata.org/entity/Q48774,Gerald Goffin,m,1939-02-11T00:00:00Z,New York City,Goffin,Gerald,,,00012136537 IPI,,popular music,,
http://www.wikidata.org/entity/Q47159,Nathaniel Dwayne Hale,m,1969-08-19T00:00:00Z,Clarksdale,Hale,Dwayne,,,,,African-American music,,
http://www.wikidata.org/entity/Q52440,James Smith,m,1968-01-14T00:00:00Z,New York City,Smith,James Todd,,,,,African-American music,http://llcoolj.com/,
http://www.wikidata.org/entity/Q24356,Taryll Adren Jackson,m,1975-08-08T00:00:00Z,Los Angeles,Jackson,Taryll,Toriano Adaryll Jackson,,,,popular music,http://tarylljackson.com/,
http://www.wikidata.org/entity/Q44857,John Stephens,m,1978-12-28T00:00:00Z,Springfield,Stephens,John,,,Christine Diane Teigen,2.0,popular music,http://www.johnlegend.com,Beverly Hills
http://www.wikidata.org/entity/Q14078,,m,1923-11-09T00:00:00Z,Daytona Beach,Mizell,Hank,,,,,popular music,,
http://www.wikidata.org/entity/Q53714,Chord Paul Overstreet,m,1989-02-17T00:00:00Z,Nashville,,,Paul Overstreet,,,,popular music,http://chordoverstreet.com,
http://www.wikidata.org/entity/Q44780,Howlin’ Wolf,m,1910-06-10T00:00:00Z,United States Military Academy,Wolf,,,,,,music,http://www.howlinwolffoundation.org,
http://www.wikidata.org/entity/Q21087,Lazaro Mendez,m,1971-12-02T00:00:00Z,Miami,,,,,,,African-American music,http://www.myspace.com/djlazmusicpage,
http://www.wikidata.org/entity/Q50825,Stanard Ridgway,m,1954-04-05T00:00:00Z,Barstow,,Joe,,,,,rock music,http://www.stanridgway.com/,
http://www.wikidata.org/entity/Q31013,Patricia Louise Holt-Edwards,f,1944-05-24T00:00:00Z,Philadelphia,,Patti,,,,,popular music,http://www.pattilabelle.com,
http://www.wikidata.org/entity/Q123684,00063697839 IPI,m,1934-07-31T00:00:00Z,New York City,,Barry,,,,,,,
http://www.wikidata.org/entity/Q54861,Anna Margaret Collins,f,1996-06-12T00:00:00Z,Lecompte,Collins,Anna,,,,,popular music,http://www.annamargaret.com/,
