musician,birthDate,familyNameLabel,givenNameLabel,numberOfChildren,websiteLabel,residenceLabel,ethnicityLabel,religionLabel,activityStart,twitterNameLabel,geniusNameLabel,recordLabelLabel
http://www.wikidata.org/entity/Q557,1946-12-30T00:00:00Z,Smith,Patti,,http://www.pattismith.net/intro.html,,,,1967-01-01T00:00:00Z,,Patti-smith,Arista
http://www.wikidata.org/entity/Q4337,1951-11-20T00:00:00Z,Bumpass,Rodger,,,,,,1977-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q4612,1901-12-27T00:00:00Z,Dietrich,Marie,,http://www.marlene.com/,,Germans,state atheism,1919-01-01T00:00:00Z,,Marlene-dietrich,Liberty
http://www.wikidata.org/entity/Q5928,1942-11-27T00:00:00Z,Hendrix,Jimi,,https://www.jimihendrix.com/,,Cherokee,Lapsed Catholic,1965-01-01T00:00:00Z,JimiHendrix,Jimi-hendrix,MCA Inc.
http://www.wikidata.org/entity/Q8160,1999-04-20T00:00:00Z,,Carly,,http://www.carlyrosesonenclar.com,,,,,CarlyRoseMusic,,Syco Music
http://www.wikidata.org/entity/Q4029,1973-02-12T00:00:00Z,Strong,Tara,,http://www.tarastrong.com,Los Angeles,Ashkenazi Jews,Judaism,1986-01-01T00:00:00Z,tarastrong,,
http://www.wikidata.org/entity/Q6078,1965-02-18T00:00:00Z,Young,Romelle,8,http://www.drdre.com,Beverly Hills,African Americans,,1984-01-01T00:00:00Z,drdre,Dr-dre,Death Row Records
http://www.wikidata.org/entity/Q4042,1975-05-30T00:00:00Z,Callaway,DeCarlo,1,http://www.ceelogreen.com,,African Americans,,1994-01-01T00:00:00Z,CeeLoGreen,Ceelo-green,Arista
http://www.wikidata.org/entity/Q11617,1979-01-16T00:00:00Z,Haughton,Aaliyah,,https://www.aaliyah.com/,Detroit,African Americans,Catholicism,1991-01-01T00:00:00Z,AaliyahHaughton,Aaliyah,Virgin Records
http://www.wikidata.org/entity/Q11930,1955-01-18T00:00:00Z,Costner,Kevin,7,http://kevincostner.com/,California,,Baptists,1974-01-01T00:00:00Z,,,Show Dog-Universal Music
http://www.wikidata.org/entity/Q5104,1993-05-14T00:00:00Z,Cosgrove,Miranda,,http://www.mirandacosgroveofficial.com,,,,2001-01-01T00:00:00Z,MirandaBuzz,Miranda-cosgrove,Epic
http://www.wikidata.org/entity/Q4070,1945-07-20T00:00:00Z,Carnes,Kim,,http://www.kimcarnes.com,,,,1967-01-01T00:00:00Z,,,A&M Records
http://www.wikidata.org/entity/Q4271,1972-03-15T00:00:00Z,Hoppus,Mark Alan,,,Beverly Hills,,,1988-01-01T00:00:00Z,MarkHoppus,,BMG Rights Management
http://www.wikidata.org/entity/Q4473,1992-06-26T00:00:00Z,McCurdy,Jennette,,http://www.jennettemccurdy.com/,Studio City,,,2000-01-01T00:00:00Z,jennettemccurdy,,Capitol Records
http://www.wikidata.org/entity/Q5950,1933-05-03T00:00:00Z,Brown,James,,http://www.godfatherofsoul.com,,African Americans,,1954-01-01T00:00:00Z,,James-brown,Federal
http://www.wikidata.org/entity/Q2274,1929-12-23T00:00:00Z,Baker,Chesney,,,,,,1949-01-01T00:00:00Z,,Chet-baker,Columbia Records
http://www.wikidata.org/entity/Q4350,1967-04-28T00:00:00Z,Fahn,Melissa,,http://www.melissafahn.com/,,,,,melissafahn,,
http://www.wikidata.org/entity/Q5969,1938-10-03T00:00:00Z,Cochran,Edward,,http://www.eddie-cochran.info,,,,1952-01-01T00:00:00Z,,Eddie-cochran,Liberty
http://www.wikidata.org/entity/Q4039,1941-11-05T00:00:00Z,Garfunkel,Arthur,,http://www.artgarfunkel.com,,,,1956-01-01T00:00:00Z,,,Columbia Records
http://www.wikidata.org/entity/Q8876,1970-05-29T00:00:00Z,,David,,http://www.myspace.com/davidcicero,,,,1988-01-01T00:00:00Z,,David-cicero,Spaghetti Records
http://www.wikidata.org/entity/Q11885,1962-02-06T00:00:00Z,Rose,Bruce,,,Spain,,,1995-01-01T00:00:00Z,axlrose,,Uzi Suicide
http://www.wikidata.org/entity/Q12003,1946-05-20T00:00:00Z,,Cher,,http://www.cher.com,,Irish people,,1963-01-01T00:00:00Z,cher,Cher,Imperial
http://www.wikidata.org/entity/Q392,1941-05-24T00:00:00Z,Dylan,Bob,,http://www.bobdylan.com,Malibu,,,1962-01-01T00:00:00Z,bobdylan,Bob-dylan,Asylum Records
http://www.wikidata.org/entity/Q11907,1963-04-10T00:00:00Z,Everett,Mark,,http://www.eelstheband.com/,,,atheism,1985-01-01T00:00:00Z,,,DreamWorks Records
http://www.wikidata.org/entity/Q2709,1988-03-14T00:00:00Z,Grey,Ann,,http://www.sashagrey.com/,,White people,atheism,,sashagrey,,
http://www.wikidata.org/entity/Q4617,1989-02-21T00:00:00Z,Reivers,Bleu,,http://www.corbinbleu.com,Los Angeles,African Americans,,1996-01-01T00:00:00Z,corbinbleu,Corbin-bleu,Walt Disney Records
http://www.wikidata.org/entity/Q36301,1982-11-12T00:00:00Z,Hathaway,Anne,,,,,,1999-01-01T00:00:00Z,,Anne-hathaway,
http://www.wikidata.org/entity/Q54858,1992-10-14T00:00:00Z,Outen,Savannah,,,,,,2007-01-01T00:00:00Z,therealsavannah,Savannah-outen,
http://www.wikidata.org/entity/Q46080,1959-08-02T00:00:00Z,Jackson,Victoria,,http://victoriajackson.com,,,,1982-01-01T00:00:00Z,VictoriaJackson,,
http://www.wikidata.org/entity/Q120533,1982-08-28T00:00:00Z,,,,http://www.leannrimesworld.com,,,,1991-01-01T00:00:00Z,leannrimes,,Curb Records
http://www.wikidata.org/entity/Q44707,1970-08-20T00:00:00Z,Durst,Fred,,http://freddurst.com/,,,,1993-01-01T00:00:00Z,FredDurst,,Shrapnel Records
http://www.wikidata.org/entity/Q15079,1967-09-12T00:00:00Z,Székely,Louis,2,https://louisck.net/,Mexico City,,,,louisck,,
http://www.wikidata.org/entity/Q49847,1981-08-14T00:00:00Z,Johnson,Ray,,http://www.raywj.com,Los Angeles,,,2007-01-01T00:00:00Z,RayWJ,Ray-william-johnson,
http://www.wikidata.org/entity/Q45001,1894-10-26T00:00:00Z,Jefferson,,,,,African Americans,,1900-01-01T00:00:00Z,,Blind-lemon-jefferson,Paramount
http://www.wikidata.org/entity/Q19201,1977-02-11T00:00:00Z,Shinoda,Mike,3,http://mikeshinoda.com,,German Americans,,1994-01-01T00:00:00Z,m_shinoda,Mike-shinoda,Machine Shop Records
http://www.wikidata.org/entity/Q24632,1967-03-11T00:00:00Z,Barrowman,John,,http://www.johnbarrowman.com,Glasgow,Scottish American,,1985-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q49319,1979-01-07T00:00:00Z,,,,http://www.aloeblacc.com/,,,,1995-01-01T00:00:00Z,aloeblacc,Aloe-blacc,Stones Throw Records
http://www.wikidata.org/entity/Q26539,1961-04-05T00:00:00Z,Zane,Lisa,,http://www.lisazane.com,,,,1984-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q42180,1959-05-20T00:00:00Z,,Israel,,https://www.izhawaii.com,,,,1976-01-01T00:00:00Z,,,Mountain Apple Company
http://www.wikidata.org/entity/Q34389,1963-08-09T00:00:00Z,Houston,Whitney,,https://www.whitneyhouston.com/,,African Americans,Baptists,1977-01-01T00:00:00Z,,Whitney-houston,Arista
http://www.wikidata.org/entity/Q49735,1940-08-19T00:00:00Z,Nash,Lester,,,,African Americans,,1956-01-01T00:00:00Z,,,Epic
http://www.wikidata.org/entity/Q117139,1987-09-08T00:00:00Z,,,,http://www.wizkhalifa.com/,Germany,African Americans,Catholicism,2005-01-01T00:00:00Z,wizkhalifa,,Warner Bros. Records
http://www.wikidata.org/entity/Q41594,1980-12-18T00:00:00Z,Aguilera,Christina,2,https://www.christinaaguilera.com/,Rochester,,,1991-01-01T00:00:00Z,xtina,Christina-aguilera,RCA Records
http://www.wikidata.org/entity/Q40422,1977-05-09T00:00:00Z,Williams,,,,,,,1992-01-01T00:00:00Z,KeakDaSneak,,Entertainment One Music
http://www.wikidata.org/entity/Q30896,1987-06-03T00:00:00Z,,,,http://www.lalaine.net/,,,,1999-01-01T00:00:00Z,,,Reprise Records
http://www.wikidata.org/entity/Q47899,1981-02-17T00:00:00Z,Hilton,Paris,,http://www.parishilton.com,,,,1997-01-01T00:00:00Z,ParisHilton,Paris-hilton,Warner Bros. Records
http://www.wikidata.org/entity/Q20178,1943-02-09T00:00:00Z,Pesci,Joe,,,Lavallette,,,1961-01-01T00:00:00Z,,Joe-pesci,
http://www.wikidata.org/entity/Q14538,1981-02-26T00:00:00Z,,Sharon,,http://www.sharonvanetten.com,,,,2007-01-01T00:00:00Z,sharonvanetten,Sharon-van-etten,Jagjaguwar
http://www.wikidata.org/entity/Q39574,1987-05-13T00:00:00Z,Accola,Candice,,,,,,2006-01-01T00:00:00Z,CandiceAccola,,
http://www.wikidata.org/entity/Q49575,1917-10-21T00:00:00Z,Gillespie,,,http://www.dizzygillespie.com/,,African Americans,Bahá'í Faith,1935-01-01T00:00:00Z,,Dizzy-gillespie,Savoy Records
http://www.wikidata.org/entity/Q44855,1951-05-04T00:00:00Z,Jackson,Jackie,,http://www.jackiejackson5.com/,,African Americans,,1962-01-01T00:00:00Z,,,Epic
http://www.wikidata.org/entity/Q26625,1968-09-16T00:00:00Z,Muñiz,Marco Antonio,,http://www.marcanthonyonline.com/,,,,1988-01-01T00:00:00Z,MarcAnthony,,RMM Records & Video
http://www.wikidata.org/entity/Q24064,1979-03-07T00:00:00Z,Somerville,Amanda,,http://www.amandasomerville.com/,,,,1997-01-01T00:00:00Z,amsomerville,,
http://www.wikidata.org/entity/Q44414,1969-10-19T00:00:00Z,Parker,Randolph,,,,,,1989-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q38875,1973-12-11T00:00:00Z,Smith,,6,http://www.mosdefmusic.com/,,,Islam,1994-01-01T00:00:00Z,MosDefOfficial,,Downtown Records
http://www.wikidata.org/entity/Q44721,1975-02-07T00:00:00Z,Borland,Wes,,http://www.theborlandgallery.com/,,,,1994-01-01T00:00:00Z,wesborland,,independent record label
http://www.wikidata.org/entity/Q37150,1985-06-21T00:00:00Z,Grant,Elizabeth,,https://www.lanadelrey.com,Los Angeles,,,2005-01-01T00:00:00Z,LanaDelRey,Lana-del-rey,Interscope Records
http://www.wikidata.org/entity/Q26695,1949-06-20T00:00:00Z,,Lionel,,https://lionelrichie.com,Los Angeles,,,1968-01-01T00:00:00Z,lionelrichie,,Motown
http://www.wikidata.org/entity/Q38150,1976-11-18T00:00:00Z,McWane,David,,,,,,1995-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q26058,1990-07-16T00:00:00Z,Maslow,James,,http://www.jamesmaslow.com,,,,2008-01-01T00:00:00Z,jamesmaslow,,Nick Records
http://www.wikidata.org/entity/Q45362,1980-04-01T00:00:00Z,Phillips,Bijou,,,,,Scientology,1994-01-01T00:00:00Z,,Bijou-phillips,
http://www.wikidata.org/entity/Q35912,1986-09-12T00:00:00Z,Rossum,Emmy,,http://www.emmyrossum.com/,,,,1993-01-01T00:00:00Z,emmyrossum,,Warner Bros. Records
http://www.wikidata.org/entity/Q39224,1988-08-19T00:00:00Z,Allen,,,http://hoodieallen.com,,,,,HoodieAllen,,
http://www.wikidata.org/entity/Q44833,1938-12-05T00:00:00Z,,John,,http://www.jjcale.com/,,,,1958-01-01T00:00:00Z,,,Shelter Records
http://www.wikidata.org/entity/Q55497,1991-04-04T00:00:00Z,Spears,Lynn,2,http://www.jamielynnspears.com,,,Christianity,2002-01-01T00:00:00Z,jamielynnspears,,
http://www.wikidata.org/entity/Q36290,1944-03-26T00:00:00Z,Ross,Diana,,http://www.dianaross.com/,,African Americans,,1959-01-01T00:00:00Z,iamdianaross,,RCA
http://www.wikidata.org/entity/Q44570,1917-08-22T00:00:00Z,Hooker,Lee,,http://www.johnleehooker.com,,African Americans,,1942-01-01T00:00:00Z,,,Charly Records
http://www.wikidata.org/entity/Q46677,1988-10-04T00:00:00Z,Benoist,Melissa,,,Vancouver,,,2008-01-01T00:00:00Z,MelissaBenoist,Melissa-benoist,
http://www.wikidata.org/entity/Q41342,1936-12-29T00:00:00Z,,Mary,1,,,,Catholicism,1958-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q18804,1997-06-21T00:00:00Z,Black,Rebecca,,http://www.rebeccablackonline.com,,,,2010-01-01T00:00:00Z,MsRebeccaBlack,Rebecca-black,ARK Music Factory
http://www.wikidata.org/entity/Q44903,1986-07-02T00:00:00Z,Lohan,Lindsay,,,London,,,1989-01-01T00:00:00Z,lindsaylohan,Lindsay-lohan,Casablanca Records
http://www.wikidata.org/entity/Q50608,1941-10-09T00:00:00Z,Lott,Trent,,,,,Southern Baptist Convention,,,,
http://www.wikidata.org/entity/Q44301,1943-12-08T00:00:00Z,Morrison,Douglas,,,,,,1971-01-01T00:00:00Z,,Jim-morrison,Elektra
http://www.wikidata.org/entity/Q48187,1945-03-30T00:00:00Z,Clapton,Eric,,http://www.ericclapton.com/,,,,1962-01-01T00:00:00Z,EricClapton,,Warner Bros. Records
http://www.wikidata.org/entity/Q19526,1928-04-04T00:00:00Z,Angelou,Maya,,https://www.mayaangelou.com/,St. Louis,African Americans,,1969-01-01T00:00:00Z,DrMayaAngelou,,
http://www.wikidata.org/entity/Q25652,1941-07-18T00:00:00Z,Reeves,Martha,,http://www.missmarthareeves.com,,African Americans,,1957-01-01T00:00:00Z,,,Motown
http://www.wikidata.org/entity/Q18989,1998-04-24T00:00:00Z,Newman,Ryan,,,,,,2006-01-01T00:00:00Z,ryrynewman,,
http://www.wikidata.org/entity/Q14045,1965-09-11T00:00:00Z,Hall,Melville,,http://moby.com,,,Christianity,1978-01-01T00:00:00Z,thelittleidiot,Moby,Mute Records
http://www.wikidata.org/entity/Q37459,1967-06-20T00:00:00Z,Kidman,Nicole,4,http://www.nicolekidmanofficial.com/,,,,1983-01-01T00:00:00Z,NicoleKidman,Nicole-kidman,
http://www.wikidata.org/entity/Q15935,1977-06-08T00:00:00Z,West,Omari,4,http://kanyewest.com,Hidden Hills,African Americans,Catholicism,1996-01-01T00:00:00Z,kanyewest,Kanye-west,Def Jam Recordings
http://www.wikidata.org/entity/Q39983,1971-10-26T00:00:00Z,Rapp,Anthony,,,,,,,albinokid,,
http://www.wikidata.org/entity/Q43416,1964-09-02T00:00:00Z,Reeves,Charles,,,Hollywood Hills,,,1984-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q49075,1933-05-11T00:00:00Z,Farrakhan,Louis,,,Kenwood,African Americans,Nation of Islam,,,,
http://www.wikidata.org/entity/Q54868,2000-01-08T00:00:00Z,Cyrus,Noah,,http://noahcyrus.com,Nashville,,,2002-01-01T00:00:00Z,noahcyrus,Noah-cyrus,Syco Music
http://www.wikidata.org/entity/Q18593,1978-03-12T00:00:00Z,Sanchez,Claudio,,http://www.coheedandcambria.com,,,,1995-01-01T00:00:00Z,,,Columbia Records
http://www.wikidata.org/entity/Q14441,1946-03-12T00:00:00Z,Minnelli,Liza,,http://www.officiallizaminnelli.com/,Los Angeles,,Episcopal Church,1949-01-01T00:00:00Z,,Liza-minnelli,Capitol Records
http://www.wikidata.org/entity/Q14541,1945-05-24T00:00:00Z,Callier,Terry,,,,,,1962-01-01T00:00:00Z,,,Cadet Records
http://www.wikidata.org/entity/Q40638,1992-08-27T00:00:00Z,Jenner,Blake,,,,,,2010-01-01T00:00:00Z,blake_jenner,Blake-jenner,
http://www.wikidata.org/entity/Q34584,1968-09-17T00:00:00Z,,Anastacia,,http://anastacia.com/,,,,1997-01-01T00:00:00Z,AnastaciaMusic,Anastacia,Epic
http://www.wikidata.org/entity/Q121507,1981-01-25T00:00:00Z,Keys,Alicia,2,https://aliciakeys.com/,,African Americans,,1996-01-01T00:00:00Z,aliciakeys,Alicia-keys,Arista
http://www.wikidata.org/entity/Q42025,1970-04-10T00:00:00Z,Davis,Jonathan,,http://qtiponline.com,,,Islam,1985-01-01T00:00:00Z,qtiptheabstract,Q-tip,Epic
http://www.wikidata.org/entity/Q26378,1998-01-28T00:00:00Z,Workman,Ariel,,http://arielwinter.net/,,,,2002-01-01T00:00:00Z,arielwinter1,,
http://www.wikidata.org/entity/Q27326,1995-09-05T00:00:00Z,Sunshine,Caroline,,,,,,,CSunshine,,Hollywood Records
http://www.wikidata.org/entity/Q120260,1963-01-18T00:00:00Z,O'Malley,Martin Joseph,4,http://www.martinomalley.com,Baltimore,,Catholicism,1988-01-01T00:00:00Z,MartinOMalley,,
http://www.wikidata.org/entity/Q34436,1984-11-22T00:00:00Z,Johansson,Scarlett,,,,Danish American,,1994-01-01T00:00:00Z,,,Atco Records
http://www.wikidata.org/entity/Q44144,1970-11-09T00:00:00Z,,Christopher,,http://www.chris-jericho.com/,,,,1999-01-01T00:00:00Z,IAmJericho,Chris-jericho,Megaforce Records
http://www.wikidata.org/entity/Q53549,1976-09-06T00:00:00Z,,N.,,,,African Americans,,1995-01-01T00:00:00Z,noreaga,,Penalty Recordings
http://www.wikidata.org/entity/Q44909,1961-11-13T00:00:00Z,Kane,,,http://www.candyekane.com,,,,1986-01-01T00:00:00Z,CandyeKaneBand,,
http://www.wikidata.org/entity/Q23543,1971-04-16T00:00:00Z,Quintanilla,Selena,,http://www.q-productions.com,,chicano,Jehovah's Witnesses,1982-01-01T00:00:00Z,SelenaLaLeyenda,,Capitol Records
http://www.wikidata.org/entity/Q37944,1985-10-23T00:00:00Z,,,,,,Albanian American,,1998-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q30570,1973-03-13T00:00:00Z,,David,,http://www.disturbed1.com/,Brooklyn,,,1996-01-01T00:00:00Z,,David-draiman,Giant Records
http://www.wikidata.org/entity/Q49888,1940-03-21T00:00:00Z,Burke,Solomon,,http://www.thekingsolomonburke.com/,,African Americans,,1955-01-01T00:00:00Z,,Solomon-burke,Bell Records
http://www.wikidata.org/entity/Q122881,1951-01-06T00:00:00Z,Wilson,Kim,,,,,,,,,Severn Records
http://www.wikidata.org/entity/Q23880,1968-09-19T00:00:00Z,Downs,Lila,,http://www.liladowns.com,,,,1992-01-01T00:00:00Z,liladowns,,Sony Music
http://www.wikidata.org/entity/Q12827,1981-02-19T00:00:00Z,Patterson,Beth,,http://www.bethditto.com,,,atheism,,bethditto,Beth-ditto,Kill Rock Stars
http://www.wikidata.org/entity/Q39639,1972-10-28T00:00:00Z,Paisley,Brad,,http://www.bradpaisley.com/,,,,1998-01-01T00:00:00Z,bradpaisley,Brad-paisley,Arista Nashville
http://www.wikidata.org/entity/Q122020,1987-09-28T00:00:00Z,Duff,Hilary,2,http://hilaryduff.com,,,,1993-01-01T00:00:00Z,HilaryDuff,Hilary-duff,Walt Disney Records
http://www.wikidata.org/entity/Q32849,1973-04-16T00:00:00Z,Thiam,,,https://www.akon.com/,,,Islam,2003-01-01T00:00:00Z,Akon,,Republic Records
http://www.wikidata.org/entity/Q34460,1972-09-27T00:00:00Z,Paltrow,Gwyneth,2,,,,,1989-01-01T00:00:00Z,GwynethPaltrow,Gwyneth-paltrow,
http://www.wikidata.org/entity/Q14313,1973-04-05T00:00:00Z,Williams,,4,http://www.pharrellwilliams.com/,Beverly Hills,African Americans,,1994-01-01T00:00:00Z,Pharrell,Pharrell-williams,I Am Other
http://www.wikidata.org/entity/Q37355,1954-05-08T00:00:00Z,,John,,http://www.johnmichaeltalbot.com/,,,Catholic Church,1960-01-01T00:00:00Z,,John-michael-talbot,Sparrow Records
http://www.wikidata.org/entity/Q26869,1947-02-09T00:00:00Z,Harris,,,,,,,2011-01-01T00:00:00Z,,Major-harris,Atlantic Records
http://www.wikidata.org/entity/Q40912,1915-12-12T00:00:00Z,Sinatra,Albert,,http://www.sinatra.com,Hoboken,Italian American,Catholic Church,1935-01-01T00:00:00Z,,,Warner Bros. Records
http://www.wikidata.org/entity/Q26294,1989-09-14T00:00:00Z,Henderson,Logan,,http://www.logan-henderson.com/,,,,2008-01-01T00:00:00Z,1loganhenderson,,Columbia Records
http://www.wikidata.org/entity/Q19004,1988-01-15T00:00:00Z,Moore,John,,http://skrillex.com,,,,2004-01-01T00:00:00Z,Skrillex,Skrillex,Big Beat Records
http://www.wikidata.org/entity/Q19417,1969-09-07T00:00:00Z,,Jimmy,,,,,,,,,
http://www.wikidata.org/entity/Q26053,1989-08-15T00:00:00Z,Peña,Carlos Roberto,,,Weston,,Christianity,2009-01-01T00:00:00Z,TheCarlosPena,,Columbia Records
http://www.wikidata.org/entity/Q40069,1975-08-31T00:00:00Z,Ramírez,Sara,,http://www.sararamirez.com/,,,,,sararamirez,,
http://www.wikidata.org/entity/Q29328,1989-10-01T00:00:00Z,Larson,Brie,,,Los Angeles,,,1998-01-01T00:00:00Z,brielarson,Brie-larson,Casablanca Records
http://www.wikidata.org/entity/Q55449,1982-05-21T00:00:00Z,,Adam,,http://www.tayzonday.com/,,African Americans,,2007-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q48774,1939-02-11T00:00:00Z,Goffin,Gerald,,,,American Jews,,,,,Manticore
http://www.wikidata.org/entity/Q47159,1969-08-19T00:00:00Z,Hale,Dwayne,,,,African Americans,,1992-01-01T00:00:00Z,,Nate-dogg,Death Row Records
http://www.wikidata.org/entity/Q52440,1968-01-14T00:00:00Z,Smith,James Todd,,http://llcoolj.com/,,African Americans,,1984-01-01T00:00:00Z,llcoolj,Ll-cool-j,Def Jam Recordings
http://www.wikidata.org/entity/Q24356,1975-08-08T00:00:00Z,Jackson,Taryll,,http://tarylljackson.com/,,,,,,,Epic
http://www.wikidata.org/entity/Q44857,1978-12-28T00:00:00Z,Stephens,John,2,http://www.johnlegend.com,Beverly Hills,African Americans,,2000-01-01T00:00:00Z,johnlegend,John-legend,Sony Music
http://www.wikidata.org/entity/Q14078,1923-11-09T00:00:00Z,Mizell,Hank,,,,,,1956-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q53714,1989-02-17T00:00:00Z,,,,http://chordoverstreet.com,,,,2009-01-01T00:00:00Z,chordoverstreet,Chord-overstreet,Safehouse Records
http://www.wikidata.org/entity/Q44780,1910-06-10T00:00:00Z,Wolf,,,http://www.howlinwolffoundation.org,,African Americans,,1976-01-01T00:00:00Z,,,Chess Records
