id,gid,name,sort_name,begin_date_year,begin_date_month,begin_date_day,end_date_year,end_date_month,end_date_day,type,area,gender,comment,edits_pending,last_updated,ended,begin_area,end_area
1,89ad4ac3-39f7-470e-963a-56509c546377,Various Artists,Various Artists,,,,,,,3,,,add compilations to this artist,9,2013-10-18 18:00:20.936389+02,f,,
374915,10d40364-ef72-4515-9eb7-6d2b5ceb7afc,Kleekamp & Lillberg,Kleekamp & Lillberg,,,,,,,2,,,"",0,,f,,
22429,05539fb8-b7a5-4012-97a9-5e27ddc031fb,Sir Mix‐A‐Lot,Sir Mix‐A‐Lot,1963,8,12,,,,1,222,1,"",0,2013-04-19 20:00:26.837415+02,f,,
761525,e4642b73-5925-4a2b-85aa-0a2cdeb6b50e,Wacholder,Wacholder,1978,,,,,,2,81,,"",0,2012-03-28 11:13:57.184098+02,f,,
55951,30029208-29e9-4a06-a3f9-343bab59cc12,Pedro Del Mar,"Del Mar, Pedro",,,,,,,1,81,1,"",0,2011-07-10 17:06:37.84886+02,f,,
118458,e56d407e-a69d-4828-9840-2864135cfee6,Emou,Emou,,,,,,,1,,,"",0,2010-05-22 19:10:46.28102+02,f,,
48209,8ca03a02-f504-4c1b-a77d-5e7fd44e5256,The Mackenzie,"Mackenzie, The",,,,,,,2,21,,Belgian band,0,2012-01-04 04:06:37.040479+01,f,,
462963,63f09f17-e6c0-4775-8032-ea5712a3e30f,Raveboy,Raveboy,,,,,,,,,,"",0,,f,,
211376,11072ad8-39bc-4c9f-88c7-9e4b953b5ac6,The Real Booty Babes,"Real Booty Babes, The",,,,,,,2,,,"",0,,f,,
888606,e7d014d6-2ee3-462c-a33f-3fbc00e18e55,Infect Insect,Infect Insect,,,,,,,1,126,1,Psychedelic trance artist,0,2012-10-22 20:12:20.302209+02,f,,
314600,7de13ad2-8f4d-42fd-b16f-6b5ee1d996c4,Klubbdriver,Klubbdriver,,,,,,,,,,"",0,,f,,
60455,598326dc-35fa-4533-8234-4593e15bc79b,N-Factor,N-Factor,,,,,,,2,,,"",0,2010-10-05 19:51:47.384739+02,f,,
79302,37fc8b6a-342d-4266-8218-346e509d8621,Monte Montgomery,"Montgomery, Monte",1966,8,11,,,,1,222,1,"",0,2011-10-11 13:10:04.740645+02,f,,
618958,3b1994d5-45aa-4aa5-8e1c-b1d1af002c76,Infuzoria,Infuzoria,2002,,,,,,2,219,,"DNB group from from Kharkov, Ukraine",0,2013-09-09 19:19:36.23959+02,f,12751,
205714,900e5f8c-7f98-4ed7-941a-1ca22c5d9ee3,Joe McDuphrey Experience,"McDuphrey, Joe, Experience",,,,,,,2,,,"",0,2010-07-04 04:00:16.666128+02,f,,
260494,c950236a-17cc-4eb8-ac3e-e7134ea0745c,NISH,NISH,,,,,,,,,,"",0,2011-02-25 05:08:14.83691+01,f,,
618957,9bdbaee7-b8f4-4094-a4e7-f7e7315a57c1,IBS Faction,IBS Faction,2002,,,,,,2,,,"Drum & Bass group from Kharkov, Ukraine",0,2009-05-25 23:47:35.037136+02,f,,
1151,05ada461-fa66-4c15-a1c1-206fda754d18,Sacred Reich,Sacred Reich,1985,,,,,,2,222,,"",0,2011-12-04 22:58:23.700628+01,f,,
10971,d8d1b067-78bb-4db7-8f91-db2ff9a83ee5,Soilwork,Soilwork,1995,,,,,,2,202,,"",0,2011-06-05 18:41:02.459415+02,f,,
363392,a9fec08a-4839-44b0-a450-efddac02ac0a,Zirenz,Zirenz,,,,,,,2,221,,"",0,2012-07-12 11:42:43.500213+02,f,,
360,bf600e2b-dc2d-4839-a1be-6ebef4087cd0,311,311,1988,,,,,,2,222,,"",0,2011-07-01 19:14:11.383281+02,f,,
42477,d0b4cab4-7906-49cb-aee8-56fac1a5cc53,Gus,Gus,,,,,,,1,,,"",0,,f,,
11340,f2be3d59-c508-492b-a553-056fc8a7e7b0,Ram Jam,Ram Jam,,,,,,,2,222,,"",0,2012-01-17 22:05:31.232895+01,f,,
608372,c6856ef6-32ef-4528-b932-4872e36f2565,Kind of Zero,Kind of Zero,,,,,,,1,219,1,"",0,2012-09-11 18:13:43.774473+02,f,,
271718,51566b49-3bd6-45a8-bd7b-86274114c3fd,Signalrunners,Signalrunners,,,,,,,,,,"",0,,f,,
3214,2841d983-f8c3-432a-af02-7407a84580a8,Merzbow,Merzbow,1979,,,,,,3,107,,"",0,2012-08-25 10:04:55.345388+02,f,,
82031,120a35d8-0f65-49bb-b89b-7ca0712bd672,Marc van Linden,"Linden, van, Marc",,,,,,,1,81,1,"",0,2011-07-25 19:48:54.587315+02,f,,
79977,76bea740-9961-400e-845c-33c189ad9eda,Necrophobic,Necrophobic,1989,,,,,,2,202,,"",0,2011-12-06 09:15:53.344932+01,f,,
102097,32c0cf0d-7e5b-493a-8a64-64e5aec0245b,Klubbingman,Klubbingman,1964,12,10,,,,1,81,1,"",0,2013-01-10 05:20:02.817171+01,f,,
31292,68ec1b08-3c2e-40b3-b0af-8f323743fdff,Soulwax,Soulwax,1995,,,,,,2,21,,"",0,2011-12-10 16:21:03.144102+01,f,,
89460,a4e2cba2-7e70-403f-a93b-21bb649ab2c9,Atlas,Atlas,,,,,,,2,221,,UK progressive house duo,0,2012-03-22 05:16:46.215992+01,f,,
204412,6d8af4f8-d9a9-4af2-b959-baab5d781576,Teddy Morgan,"Morgan, Teddy",,,,,,,1,,1,"",0,2013-07-15 23:26:53.527842+02,f,,
645346,0df3554d-f1cb-41b5-a326-b384e00b8213,Puch,Puch,,,,,,,,,,"",0,2009-09-22 16:12:14.365415+02,f,,
113298,69b39eab-6577-46a4-a9f5-817839092033,Kasabian,Kasabian,1999,,,,,,2,221,,"",0,2011-05-22 11:22:14.071437+02,f,,
723357,c5a192eb-9d86-4829-93d2-50e50cbeef42,Stora Teaterns Orkester,Stora Teaterns Orkester,,,,,,,2,,,"",0,2010-06-10 12:15:35.259929+02,f,,
1660,6b335658-22c8-485d-93de-0bc29a1d0349,Judas Priest,Judas Priest,1969,,,,,,2,221,,"",0,2013-09-14 11:26:35.003857+02,f,3912,
138861,1f336376-2dca-4e6f-9714-68f2b92ef13b,DJ Delicious,"Delicious, DJ",1974,7,1,,,,1,81,,"",0,2011-12-06 15:02:49.040829+01,f,,
807984,418bedc5-db1b-4c48-9923-e5faa5f3dddd,Roll It Over,Roll It Over,2011,4,,,,,2,222,,"Based in Baltimore, MD. Hard Rock/Alternative",0,2013-01-08 05:00:12.32219+01,f,,
66501,f097cfef-8b12-437a-b57a-a14973975991,Orbient,Orbient,,,,,,,,,,"",0,,f,,
42933,fb38d11f-a207-4534-8b1c-0f2801f9e2aa,DJ Tatana,"Tatana, DJ",,,,,,,1,,,"",0,,f,,
171639,dc1b06cb-45f1-48ca-bee7-397de796fb02,Guy Forsyth,"Forsyth, Guy",,,,,,,1,222,1,"",0,2011-10-28 19:41:37.654899+02,f,,
222898,b84a386c-8c99-4c2e-bdd5-bff6c25bdb79,Frankman,Frankman,,,,,,,1,,,"",0,,f,,
403795,36495889-d07c-4427-91d1-27a271fc489f,Cesar Martinez Ensemble,Cesar Martinez Ensemble,,,,,,,2,,,"",0,,f,,
112011,116c7144-eddf-4a3a-b48b-48fa8b17c186,Big Mama,Big Mama,,,,,,,2,113,,South Korean female singing group,0,2011-06-10 10:17:25.463157+02,f,,
48543,37ff534b-5ec5-4fc7-9969-06e3fdf88aa5,DJ Shog,"Shog, DJ",1976,11,8,,,,1,81,1,"",0,2012-02-19 02:29:47.474738+01,f,,
318914,b290f6a9-ca07-4026-85f7-231ceaf58309,Carolyn Wonderland,"Wonderland, Carolyn",,,,,,,1,,,"",0,2009-03-05 21:24:57.118087+01,f,,
193232,06d4534c-7547-41cd-aedd-f8c6e64c0c90,Soul Central,Soul Central,,,,,,,2,221,,"",0,2012-05-03 22:24:41.823612+02,f,,
199457,b1bdc345-273f-4f58-b653-2eb6ec76ab74,Robin Williamson,"Williamson, Robin",1943,11,24,,,,1,221,1,"",0,2013-10-06 17:20:18.297613+02,f,3822,
501086,cbc6604a-7bdc-4fef-97b5-d4a25ff8b5ac,Arizona,Arizona,,,,,,,1,,,Thomas Bronzwaer,0,,f,,
455313,78a6e661-cece-48c7-9634-f6a97688d663,Apollo,Apollo,,,,,,,2,81,,German trance duo Nils Karsten & Michael-Lee Bock,0,2011-06-24 11:33:43.936736+02,f,,
2043,f9ab44f1-7b19-4ecb-830c-403abcf36cd1,Bob Sinclar,"Sinclar, Bob",1967,5,10,,,,1,73,1,"",0,2013-10-18 23:27:30.219023+02,f,30626,
489,6b28ecf0-94e6-48bb-aa2a-5ede325b675b,Blues Traveler,Blues Traveler,1987,,,,,,2,222,,"",0,2013-09-21 04:09:48.374806+02,f,292,
305679,fedbdaa2-bf8f-40ab-bd32-7cbbd31bdc1c,Mr. Sam,"Sam, Mr.",,,,,,,1,,,"Sam Paquet, Trance",0,,f,,
64076,db4c953a-f0f2-424e-9b25-c33f82ad9180,Raging Slab,Raging Slab,1985,,,,,,2,222,,"",0,2011-12-05 23:25:42.46679+01,f,,
471912,3fe11713-6aa2-4124-8688-08b48ea03448,Rued Langgaard,"Langgaard, Rued",1893,7,28,1952,7,10,1,57,1,"",0,2013-02-03 23:00:22.243167+01,t,,
6103,c632bc1b-f351-4025-988b-a97f626ec954,Matt Powell,"Powell, Matt",,,,,,,1,222,,US bluegrass/country singer/songwriter/producer,0,2012-03-11 08:09:05.574068+01,f,,
472141,9d8b4ff2-446a-41a3-9db7-9d25503757c6,Heart of Stone,Heart of Stone,,,,,,,1,,,"",0,2010-05-24 09:52:38.439683+02,f,,
319304,3f819d53-a0fa-48b4-aa0d-6930c243bbaf,Mike Foyle,"Foyle, Mike",,,,,,,1,221,1,"",0,2012-03-26 13:21:28.324168+02,f,,
2474,cecb433a-93b3-49c8-bb18-e4a8bd8cfd19,Screamin' Cheetah Wheelies,Screamin' Cheetah Wheelies,,,,,,,2,222,,"",0,2011-12-04 23:56:09.371404+01,f,,
540528,99349159-86c8-460c-b60e-1c9b6db6ce09,Avilyn,Avilyn,,,,,,,,,,"",0,,f,,
158469,2e7bcdf9-2127-4b10-9c89-55029833e7a1,Anagram,Anagram,2003,,,,,,2,38,,"",0,2012-01-03 12:48:57.21705+01,f,,
529441,9844a09e-d526-4f43-b9d4-b3fcb7d97872,Alai Oli,Alai Oli,2004,9,29,,,,2,176,,"",0,2013-06-16 12:54:34.064984+02,f,,
187812,20938abb-87d8-45a3-be7f-e94e90ba6522,Liva Weel,Liva Weel,,,,,,,,,,"",0,,f,,
9811,9c1fe6ec-2962-4e28-a57b-b6cf5e11904e,DJ Sakin & Friends,"Sakin, DJ & Friends",,,,,,,2,,,"",0,2013-05-12 13:02:35.575501+02,f,,
77940,7842a11b-dcd1-4adb-9b95-e98203db8fa5,D.Diggler,D.Diggler,,,,,,,1,,,"",0,,f,,
319,959cf5bf-ee29-4af6-a85a-0b480181d988,Everything but the Girl,Everything but the Girl,1981,,,,,,2,221,,"",0,2013-10-04 20:00:24.148923+02,f,,
187353,cd1d4874-f8f8-4152-8fee-632e50fe8ff2,Monk Hughes & The Outer Realm,Monk Hughes & The Outer Realm,,,,,,,2,,,"",0,2010-05-23 17:06:37.233704+02,f,,
205715,a605195a-bd5c-484a-934a-6f3c9c07f646,Martin Böttcher,"Böttcher, Martin",1927,6,27,,,,1,81,1,"",0,2012-04-23 02:27:51.033355+02,f,,
170912,908c8444-d15a-47e2-9be4-f2933840ff21,Emetrex,Emetrex,,,,,,,2,,,"",0,2010-08-11 20:02:30.524468+02,f,,
399849,60aa99d1-1f55-4b6c-8d73-27c61cf78742,Coleman,Coleman,,,,,,,1,,,"",0,,f,,
3382,96c29fd6-21f7-478c-97ad-4333fad03474,Ali Khan,"Khan, Ali",,,,,,,1,,,"",0,2012-04-15 09:00:21.534393+02,f,,
506278,75080cc7-5eba-4c02-922b-9ee061e60635,Dave,Dave,,,,,,,1,,,David Krasemann,0,2012-10-16 16:38:49.721325+02,f,,
51778,cc02cf2c-4d1b-419f-ae12-92e559a62518,Mike Brant,"Brant, Mike",1947,2,1,1975,4,25,1,104,1,"",0,2012-05-15 21:04:49.109476+02,t,,
1104,a9044915-8be3-4c7e-b11f-9e2d2ea0a91e,Megadeth,Megadeth,1983,6,,,,,2,222,,"",0,2013-09-25 02:50:31.358692+02,f,7703,
153623,88f93eab-1bbb-4b02-816b-539af9ba8d4f,שלמה ארצי,"Artzi, Shlomo",1949,11,26,,,,1,104,1,"",0,2013-10-07 22:33:06.51295+02,f,2939,
181957,42f7b04b-df8a-4b5f-97d8-2e1877819084,2 Vibez,2 Vibez,,,,,,,2,,,"",0,,f,,
31507,d50548a0-3cfd-4d7a-964b-0aef6545d819,Ol’ Dirty Bastard,Ol’ Dirty Bastard,1968,11,15,2004,11,13,1,222,1,"",0,2013-09-26 07:42:53.517636+02,t,10861,10862
45573,8a1d9496-603f-40b1-a38d-2e8985834940,Neeme Järvi,"Järvi, Neeme",1937,6,7,,,,1,67,1,"",0,2013-08-17 22:30:31.877934+02,f,5111,
51840,477b8c0c-c5fc-4ad2-b5b2-191f0bf2a9df,Armin van Buuren,"Buuren, van, Armin",1976,12,25,,,,1,150,1,"",0,2013-07-31 07:02:38.91439+02,f,5284,
325605,f0e53860-e99f-444d-b3f1-68d4c59df1af,Tracy Conover,Tracy Conover,,,,,,,,,,"",0,,f,,
10293,8d610e51-64b4-4654-b8df-064b0fb7a9d9,Gustav Mahler,"Mahler, Gustav",1860,7,7,1911,5,18,1,14,1,"",0,2013-09-08 16:01:13.796002+02,t,56,14
5025,78692212-af57-402a-a291-3938ca356500,Glenn Hughes,"Hughes, Glenn",1952,8,21,,,,1,221,1,UK rock bassist and vocalist,0,2011-08-06 07:37:22.273734+02,f,,
94820,250bd63c-0979-4937-8149-cbac68a1bc65,Planet B.E.N.,Planet B.E.N.,,,,,,,1,,,"",0,,f,,
1002691,f51b6aff-2133-4e5c-b193-3e61ae4d959e,Bandsoc,BandSoc,,,,,,,,,,Nottingham University BandSoc,0,2013-05-01 17:30:58.849982+02,f,,
125575,22474393-579b-414c-aa24-d74598f193f7,C.C. Adcock,"Adcock, C.C.",1971,,,,,,1,222,1,"",0,2012-10-15 04:52:29.827694+02,f,,
219729,c332cc78-5198-4451-be4f-868f040747db,Διονύσης Τσακνής,"Tsaknis, Dionisis",1954,10,12,,,,1,84,1,"",0,2012-01-31 19:42:14.745538+01,f,,
203582,264509af-7259-4fc1-a09d-858af2a327b7,George DeVore,"DeVore, George",,,,,,,1,,1,"",0,2013-07-16 15:30:32.449404+02,f,,
618948,52361608-c371-4514-8edb-a7627b583c03,MaxNRG,MaxNRG,,,,,,,1,,,Ukrainan Drum & Bass DJ/Producer,0,2009-05-25 23:34:42.056837+02,f,,
754747,af45ebff-c242-4245-b26b-67d779076f5e,Playbright,Playbright,,,,,,,1,219,,Ukrainian Drum & Bass producer.,0,2012-03-23 06:20:47.136538+01,f,,
298892,d7324881-11bf-4aa1-a394-34c1838c7baa,Giuseppe Ottaviani,"Ottaviani, Giuseppe",1978,11,12,,,,1,105,1,"",0,2012-04-12 23:47:55.415007+02,f,,
335106,b76913ea-eb13-4944-840f-75999b600b9b,Dream Dance Alliance,Dream Dance Alliance,,,,,,,2,,,"",0,2010-06-07 01:00:50.97217+02,f,,
3527,57961a97-3796-4bf7-9f02-a985a8979ae9,Motörhead,Motörhead,1975,,,,,,2,221,,"",0,2013-09-05 05:57:00.908468+02,f,1178,
186889,4b3f7f35-12a4-4fca-bf23-81b10e860c78,Göteborgs Symfoniker,Göteborgs Symfoniker,1905,,,,,,2,202,,"",0,2013-05-15 23:08:50.703666+02,f,,
232365,39568c43-87a3-4711-92dd-7a33bd4e92ef,Kino,Kino,,,,,,,2,221,,British prog supergroup,0,2011-05-21 01:21:54.000662+02,f,,
645347,252cd8d2-680e-4a2c-a003-1150308be2cf,Music Angle,Music Angle,,,,,,,,,,"",0,2009-09-22 16:13:22.79616+02,f,,
77158,2c629b8c-d751-4131-b785-5690bb5e0fd7,The Kills,"Kills, The",2000,,,,,,2,221,,"",0,2013-07-28 20:24:29.860331+02,f,1178,
335589,037d1560-5cc2-4439-ac53-26727504cdd7,Ferrin & Low,Ferrin & Low,,,,,,,2,,,"",0,,f,,
469473,10e2c144-8782-4fd5-a0ba-3a7125266695,Otis Jackson Jr. Trio,Otis Jackson Jr. Trio,,,,,,,2,,,"",0,,f,,
540530,c5f18d61-6385-4e32-875d-b2bd0c27c623,Assure,Assure,,,,,,,,,,"",0,,f,,
476825,cb74bdb6-a87b-4e9b-bb16-404330aadbfa,Benoit Haller,"Haller, Benoit",,,,,,,1,73,,"",0,2012-03-23 16:05:12.987166+01,f,,
707464,d51f1324-ecb9-484a-bcb3-638d39a0312d,Solipsism,Solipsism,1974,8,1,,,,1,,,"",0,2010-05-01 20:29:37.469542+02,f,,
157129,f8078902-5592-4ac6-b599-cee4125a16dd,Tobias Schmidt,"Schmidt, Tobias",1974,7,17,,,,1,221,1,UK techno DJ/producer Toby David Smith,0,2013-07-23 17:13:45.472463+02,f,434,
455273,2ac87f2b-89dd-4e6b-baec-ce9e63f765dd,Future Rock,Future Rock,,,,,,,2,222,,Chicago electronic trio,0,2012-01-04 01:56:29.918064+01,f,,
352987,7cf44f9b-c702-4ed1-ba67-ee87aabd217d,Kalwi & Remi,Kalwi & Remi,,,,,,,2,,,"",0,,f,,
64074,93281d92-0465-422d-95f7-f19be5da99be,Hater,Hater,1993,,,,,,2,,,"",0,2011-12-11 00:47:17.148238+01,f,,
325604,f5151022-6c55-40fd-b74d-4f27df63d342,Jonas Wilson,"Wilson, Jonas",,,,,,,,,,"",0,,f,,
470869,813d1343-911c-4406-9f2c-ce8bb6506c64,Deniz Koyu,"Koyu, Deniz",,,,,,,,,,"",0,2012-09-21 14:07:05.684394+02,f,,
33866,73c3f499-60e2-44e1-81dd-7fe2191461fa,Adrian Belew,"Belew, Adrian",1949,12,23,,,,1,222,1,"",0,2013-06-15 11:44:57.131142+02,f,279,
53232,f8796712-19fd-49ca-9cc7-99c30215b3cd,Gov't Mule,Gov't Mule,1994,,,,,,2,222,,"",0,2011-07-19 04:59:06.283572+02,f,,
100768,cc8edf97-c082-4a0b-8fd5-1dd28262ea11,King Curtis & The Kingpins,"Curtis, King & The Kingpins",,,,,,,2,222,,"",0,2011-10-01 23:06:30.566823+02,f,,
1366,88a4cd4e-5dee-4153-8462-0d5e43c75f47,Feeder,Feeder,1995,,,,,,2,221,,"",0,2013-09-08 04:24:31.84479+02,f,3954,
84,51508c1f-8d07-4a00-9cf1-26c570fe7b78,Cypress Hill,Cypress Hill,1988,,,,,,2,222,,"",0,2013-10-10 19:00:39.833608+02,f,266,
328322,6a27be64-815f-4e01-a4e8-275602bede59,Cataldo,Cataldo,,,,,,,,,,"",0,,f,,
166923,1e0152c5-e83f-4dc1-a687-5625cd6efee8,The Hitmen,"Hitmen, The",,,,,,,2,81,,German hands-up project,0,2012-03-12 00:51:33.681317+01,f,,
14839,3797a6d0-7700-44bf-96fb-f44386bc9ab2,Widespread Panic,Widespread Panic,1985,,,,,,2,222,,"",0,2011-11-11 21:15:25.311468+01,f,,
356640,b8ee8de9-0c31-4b81-9e26-e8d75af0d286,Golden Tone Radio,Golden Tone Radio,,,,,,,,,,"",0,,f,,
196143,9783c62b-3514-42d3-a5e8-de5ee1c6451c,Weathertunes,Weathertunes,,,,,,,2,,,"",0,2010-12-20 01:24:26.209612+01,f,,
15883,5e7ccd92-6277-451a-aab9-1efd587c50f3,Steve Vai,"Vai, Steve",1960,6,6,,,,1,222,1,"",0,2011-11-19 01:23:40.45905+01,f,,
212213,f56e120d-92e2-4db4-941d-652b5f8c3331,A Dozen Furies,A Dozen Furies,,,,,,,2,,,"",0,,f,,
6075,af20bc05-89d1-4390-b4f1-2080a341a6b6,Jesse Dayton,"Dayton, Jesse",,,,,,,1,222,1,"",0,2012-10-16 02:27:14.60604+02,f,,
9503,7b5239b1-07ff-41ce-834b-29fe98de9970,Ziggy Marley & The Melody Makers,"Marley, Ziggy & Melody Makers, The",1986,,,2000,,,2,222,,"",0,2012-10-23 23:08:41.796813+02,t,,
246398,0edac99d-ea13-440d-8b08-aaf519dbddad,Thomas Datt,"Datt, Thomas",,,,,,,1,,,"",0,2010-08-13 21:44:51.793754+02,f,,
