musician,musicianLabel,genderLabel,birthDate,cityLabel,familyNameLabel,givenNameLabel,fatherLabel,motherLabel,partner,numberOfChildren,genreLabel,websiteLabel,residenceLabel,ethnicityLabel,religionLabel,activityStart,twitterNameLabel,geniusNameLabel,recordLabelLabel
http://www.wikidata.org/entity/Q4612,Marlene Dietrich,female,1901-12-27T00:00:00Z,Rote Insel,Dietrich,Marie,Louis Erich Otto Dietrich,Wilhelmina Elisabeth Joséphine Felsing,Yul Brynner,,,http://www.marlene.com/,,Germans,state atheism,1919-01-01T00:00:00Z,,Marlene-dietrich,Liberty
http://www.wikidata.org/entity/Q5928,Jimi Hendrix,male,1942-11-27T00:00:00Z,Seattle,Hendrix,Jimi,,,,,acid rock,https://www.jimihendrix.com/,,Cherokee,Lapsed Catholic,1965-01-01T00:00:00Z,JimiHendrix,Jimi-hendrix,MCA Inc.
http://www.wikidata.org/entity/Q8160,Carly Rose Sonenclar,female,1999-04-20T00:00:00Z,New York City,,Carly,,,,,contemporary R&B,http://www.carlyrosesonenclar.com,,,,,CarlyRoseMusic,,Syco Music
http://www.wikidata.org/entity/Q4029,Tara Strong,female,1973-02-12T00:00:00Z,Toronto,Strong,Tara,Syd Charendoff,Lucy Charendoff,Craig Strong,,,http://www.tarastrong.com,Los Angeles,Ashkenazi Jews,Judaism,1986-01-01T00:00:00Z,tarastrong,,
http://www.wikidata.org/entity/Q6078,Dr. Dre,male,1965-02-18T00:00:00Z,Compton,Young,Romelle,,,,8,West Coast hip hop,http://www.drdre.com,Beverly Hills,African Americans,,1984-01-01T00:00:00Z,drdre,Dr-dre,Death Row Records
http://www.wikidata.org/entity/Q4042,CeeLo Green,male,1975-05-30T00:00:00Z,Atlanta,Callaway,DeCarlo,,,,1,soul music,http://www.ceelogreen.com,,African Americans,,1994-01-01T00:00:00Z,CeeLoGreen,Ceelo-green,Arista
http://www.wikidata.org/entity/Q11617,Aaliyah,female,1979-01-16T00:00:00Z,Brooklyn,Haughton,Aaliyah,,,R. Kelly,,rhythm and blues,https://www.aaliyah.com/,Detroit,African Americans,Catholicism,1991-01-01T00:00:00Z,AaliyahHaughton,Aaliyah,Virgin Records
http://www.wikidata.org/entity/Q11930,Kevin Costner,male,1955-01-18T00:00:00Z,Lynwood,Costner,Kevin,,,Christine Baumgartner,7,country music,http://kevincostner.com/,California,,Baptists,1974-01-01T00:00:00Z,,,Show Dog-Universal Music
http://www.wikidata.org/entity/Q5104,Miranda Cosgrove,female,1993-05-14T00:00:00Z,Los Angeles,Cosgrove,Miranda,,,,,pop music,http://www.mirandacosgroveofficial.com,,,,2001-01-01T00:00:00Z,MirandaBuzz,Miranda-cosgrove,Epic
http://www.wikidata.org/entity/Q4070,Kim Carnes,female,1945-07-20T00:00:00Z,Pasadena,Carnes,Kim,,,,,pop rock,http://www.kimcarnes.com,,,,1967-01-01T00:00:00Z,,,A&M Records
http://www.wikidata.org/entity/Q4271,Mark Hoppus,male,1972-03-15T00:00:00Z,Ridgecrest,Hoppus,Mark Alan,,,,,alternative rock,,Beverly Hills,,,1988-01-01T00:00:00Z,MarkHoppus,,BMG Rights Management
http://www.wikidata.org/entity/Q4473,Jennette McCurdy,female,1992-06-26T00:00:00Z,Long Beach,McCurdy,Jennette,,,,,pop music,http://www.jennettemccurdy.com/,Studio City,,,2000-01-01T00:00:00Z,jennettemccurdy,,Capitol Records
http://www.wikidata.org/entity/Q5950,James Brown,male,1933-05-03T00:00:00Z,Barnwell,Brown,James,,,,,soul music,http://www.godfatherofsoul.com,,African Americans,,1954-01-01T00:00:00Z,,James-brown,Federal
http://www.wikidata.org/entity/Q2274,Chet Baker,male,1929-12-23T00:00:00Z,Yale,Baker,Chesney,,,,,jazz,,,,,1949-01-01T00:00:00Z,,Chet-baker,Columbia Records
http://www.wikidata.org/entity/Q4350,Melissa Fahn,female,1967-04-28T00:00:00Z,New York City,Fahn,Melissa,,,Joel Alpers,,,http://www.melissafahn.com/,,,,,melissafahn,,
http://www.wikidata.org/entity/Q5969,Eddie Cochran,male,1938-10-03T00:00:00Z,Albert Lea,Cochran,Edward,,,Sharon Sheeley,,country music,http://www.eddie-cochran.info,,,,1952-01-01T00:00:00Z,,Eddie-cochran,Liberty
http://www.wikidata.org/entity/Q4039,Art Garfunkel,male,1941-11-05T00:00:00Z,Forest Hills,Garfunkel,Arthur,,,,,rock music,http://www.artgarfunkel.com,,,,1956-01-01T00:00:00Z,,,Columbia Records
http://www.wikidata.org/entity/Q8876,David Cicero,male,1970-05-29T00:00:00Z,Greenport,,David,,,,,synth-pop,http://www.myspace.com/davidcicero,,,,1988-01-01T00:00:00Z,,David-cicero,Spaghetti Records
http://www.wikidata.org/entity/Q11885,Axl Rose,male,1962-02-06T00:00:00Z,Lafayette,Rose,Bruce,,,Erin Everly,,heavy metal,,Spain,,,1995-01-01T00:00:00Z,axlrose,,Uzi Suicide
http://www.wikidata.org/entity/Q12003,Cher,female,1946-05-20T00:00:00Z,El Centro,,Cher,,Georgia Holt,Richie Sambora,,dance music,http://www.cher.com,,Irish people,,1963-01-01T00:00:00Z,cher,Cher,Imperial
http://www.wikidata.org/entity/Q392,Bob Dylan,male,1941-05-24T00:00:00Z,Duluth,Dylan,Bob,,,Joan Baez,,country rock,http://www.bobdylan.com,Malibu,,,1962-01-01T00:00:00Z,bobdylan,Bob-dylan,Asylum Records
http://www.wikidata.org/entity/Q11907,Mark Oliver Everett,male,1963-04-10T00:00:00Z,Virginia,Everett,Mark,Hugh Everett III,,,,rock music,http://www.eelstheband.com/,,,atheism,1985-01-01T00:00:00Z,,,DreamWorks Records
http://www.wikidata.org/entity/Q2709,Sasha Grey,female,1988-03-14T00:00:00Z,North Highlands,Grey,Ann,,,,,,http://www.sashagrey.com/,,White people,atheism,,sashagrey,,
http://www.wikidata.org/entity/Q4617,Corbin Bleu,male,1989-02-21T00:00:00Z,Brooklyn,Reivers,Bleu,David Reivers,,Sasha Clements,,pop music,http://www.corbinbleu.com,Los Angeles,African Americans,,1996-01-01T00:00:00Z,corbinbleu,Corbin-bleu,Walt Disney Records
http://www.wikidata.org/entity/Q36301,Anne Hathaway,female,1982-11-12T00:00:00Z,New York City,Hathaway,Anne,,,Adam Shulman,,,,,,,1999-01-01T00:00:00Z,,Anne-hathaway,
http://www.wikidata.org/entity/Q54858,Savannah Outen,female,1992-10-14T00:00:00Z,Hillsboro,Outen,Savannah,,,,,pop music,,,,,2007-01-01T00:00:00Z,therealsavannah,Savannah-outen,
http://www.wikidata.org/entity/Q46080,Victoria Jackson,female,1959-08-02T00:00:00Z,Miami,Jackson,Victoria,,,,,,http://victoriajackson.com,,,,1982-01-01T00:00:00Z,VictoriaJackson,,
http://www.wikidata.org/entity/Q120533,LeAnn Rimes,female,1982-08-28T00:00:00Z,Jackson,,,,,Eddie Cibrian,,pop music,http://www.leannrimesworld.com,,,,1991-01-01T00:00:00Z,leannrimes,,Curb Records
http://www.wikidata.org/entity/Q44707,Fred Durst,male,1970-08-20T00:00:00Z,Jacksonville,Durst,Fred,,,,,rap metal,http://freddurst.com/,,,,1993-01-01T00:00:00Z,FredDurst,,Shrapnel Records
http://www.wikidata.org/entity/Q15079,Louis C.K.,male,1967-09-12T00:00:00Z,Tecámac Municipality,Székely,Louis,,,Alix Bailey,2,,https://louisck.net/,Mexico City,,,,louisck,,
http://www.wikidata.org/entity/Q49847,Ray William Johnson,male,1981-08-14T00:00:00Z,Oklahoma City,Johnson,Ray,,,,,,http://www.raywj.com,Los Angeles,,,2007-01-01T00:00:00Z,RayWJ,Ray-william-johnson,
http://www.wikidata.org/entity/Q45001,Blind Lemon Jefferson,male,1894-10-26T00:00:00Z,Coutchman,Jefferson,,,,,,blues,,,African Americans,,1900-01-01T00:00:00Z,,Blind-lemon-jefferson,Paramount
http://www.wikidata.org/entity/Q19201,Mike Shinoda,male,1977-02-11T00:00:00Z,Panorama City,Shinoda,Mike,,,,3,alternative rock,http://mikeshinoda.com,,German Americans,,1994-01-01T00:00:00Z,m_shinoda,Mike-shinoda,Machine Shop Records
http://www.wikidata.org/entity/Q24632,John Barrowman,male,1967-03-11T00:00:00Z,"Mount Vernon\, Glasgow",Barrowman,John,,,Scott Gill,,musical,http://www.johnbarrowman.com,Glasgow,Scottish American,,1985-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q49319,Aloe Blacc,male,1979-01-07T00:00:00Z,Newport Beach,,,,,,,soul music,http://www.aloeblacc.com/,,,,1995-01-01T00:00:00Z,aloeblacc,Aloe-blacc,Stones Throw Records
http://www.wikidata.org/entity/Q26539,Lisa Zane,female,1961-04-05T00:00:00Z,Chicago,Zane,Lisa,,,,,,http://www.lisazane.com,,,,1984-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q42180,Israel Kamakawiwoʻole,male,1959-05-20T00:00:00Z,Honolulu,,Israel,,,,,contemporary folk music,https://www.izhawaii.com,,,,1976-01-01T00:00:00Z,,,Mountain Apple Company
http://www.wikidata.org/entity/Q34389,Whitney Houston,female,1963-08-09T00:00:00Z,Newark,Houston,Whitney,,Cissy Houston,Bobby Brown,,rhythm and blues,https://www.whitneyhouston.com/,,African Americans,Baptists,1977-01-01T00:00:00Z,,Whitney-houston,Arista
http://www.wikidata.org/entity/Q49735,Johnny Nash,male,1940-08-19T00:00:00Z,Houston,Nash,Lester,,,,,reggae,,,African Americans,,1956-01-01T00:00:00Z,,,Epic
http://www.wikidata.org/entity/Q117139,Wiz Khalifa,male,1987-09-08T00:00:00Z,Minot,,,,,Amber Rose,,pop music,http://www.wizkhalifa.com/,Germany,African Americans,Catholicism,2005-01-01T00:00:00Z,wizkhalifa,,Warner Bros. Records
http://www.wikidata.org/entity/Q41594,Christina Aguilera,female,1980-12-18T00:00:00Z,Staten Island,Aguilera,Christina,Fausto Xavier Aguilera,,Jordan Bratman,2,contemporary R&B,https://www.christinaaguilera.com/,Rochester,,,1991-01-01T00:00:00Z,xtina,Christina-aguilera,RCA Records
http://www.wikidata.org/entity/Q40422,Keak da Sneak,male,1977-05-09T00:00:00Z,Oakland,Williams,,,,,,hyphy,,,,,1992-01-01T00:00:00Z,KeakDaSneak,,Entertainment One Music
http://www.wikidata.org/entity/Q30896,Lalaine Vergara-Paras,female,1987-06-03T00:00:00Z,Burbank,,,,,,,pop music,http://www.lalaine.net/,,,,1999-01-01T00:00:00Z,,,Reprise Records
http://www.wikidata.org/entity/Q47899,Paris Hilton,female,1981-02-17T00:00:00Z,New York City,Hilton,Paris,Richard Hilton,Kathy Hilton,Jason Shaw,,pop music,http://www.parishilton.com,,,,1997-01-01T00:00:00Z,ParisHilton,Paris-hilton,Warner Bros. Records
http://www.wikidata.org/entity/Q20178,Joe Pesci,male,1943-02-09T00:00:00Z,Newark,Pesci,Joe,,,,,drama,,Lavallette,,,1961-01-01T00:00:00Z,,Joe-pesci,
http://www.wikidata.org/entity/Q14538,Sharon Van Etten,female,1981-02-26T00:00:00Z,Belleville,,Sharon,,,,,pop music,http://www.sharonvanetten.com,,,,2007-01-01T00:00:00Z,sharonvanetten,Sharon-van-etten,Jagjaguwar
http://www.wikidata.org/entity/Q39574,Candice King,female,1987-05-13T00:00:00Z,Houston,Accola,Candice,,,Joe King,,pop music,,,,,2006-01-01T00:00:00Z,CandiceAccola,,
http://www.wikidata.org/entity/Q49575,Dizzy Gillespie,male,1917-10-21T00:00:00Z,Cheraw,Gillespie,,,,,,jazz,http://www.dizzygillespie.com/,,African Americans,Bahá'í Faith,1935-01-01T00:00:00Z,,Dizzy-gillespie,Savoy Records
http://www.wikidata.org/entity/Q44855,Jackie Jackson,male,1951-05-04T00:00:00Z,Gary,Jackson,Jackie,Joe Jackson,Katherine Jackson,Paula Abdul,,rhythm and blues,http://www.jackiejackson5.com/,,African Americans,,1962-01-01T00:00:00Z,,,Epic
http://www.wikidata.org/entity/Q26625,Marc Anthony,male,1968-09-16T00:00:00Z,New York City,Muñiz,Marco Antonio,,,Jennifer Lopez,,Latin American music,http://www.marcanthonyonline.com/,,,,1988-01-01T00:00:00Z,MarcAnthony,,RMM Records & Video
http://www.wikidata.org/entity/Q24064,Amanda Somerville,female,1979-03-07T00:00:00Z,Flushing,Somerville,Amanda,,,,,pop music,http://www.amandasomerville.com/,,,,1997-01-01T00:00:00Z,amsomerville,,
http://www.wikidata.org/entity/Q44414,Trey Parker,male,1969-10-19T00:00:00Z,Conifer,Parker,Randolph,,,,,,,,,,1989-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q38875,Mos Def,male,1973-12-11T00:00:00Z,Brooklyn,Smith,,,,,6,hip hop music,http://www.mosdefmusic.com/,,,Islam,1994-01-01T00:00:00Z,MosDefOfficial,,Downtown Records
http://www.wikidata.org/entity/Q44721,Wes Borland,male,1975-02-07T00:00:00Z,Richmond,Borland,Wes,,,,,nu metal,http://www.theborlandgallery.com/,,,,1994-01-01T00:00:00Z,wesborland,,independent record label
http://www.wikidata.org/entity/Q37150,Lana Del Rey,female,1985-06-21T00:00:00Z,New York City,Grant,Elizabeth,,,,,baroque pop,https://www.lanadelrey.com,Los Angeles,,,2005-01-01T00:00:00Z,LanaDelRey,Lana-del-rey,Interscope Records
http://www.wikidata.org/entity/Q26695,Lionel Richie,male,1949-06-20T00:00:00Z,Tuskegee,,Lionel,,,Brenda Harvey-Richie,,soul music,https://lionelrichie.com,Los Angeles,,,1968-01-01T00:00:00Z,lionelrichie,,Motown
http://www.wikidata.org/entity/Q38150,David McWane,male,1976-11-18T00:00:00Z,Beverly,McWane,David,,,,,ska,,,,,1995-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q26058,James Maslow,male,1990-07-16T00:00:00Z,New York City,Maslow,James,,,,,pop music,http://www.jamesmaslow.com,,,,2008-01-01T00:00:00Z,jamesmaslow,,Nick Records
http://www.wikidata.org/entity/Q45362,Bijou Phillips,female,1980-04-01T00:00:00Z,Greenwich,Phillips,Bijou,John Phillips,Geneviève Waïte,Danny Masterson,,pop music,,,,Scientology,1994-01-01T00:00:00Z,,Bijou-phillips,
http://www.wikidata.org/entity/Q35912,Emmy Rossum,female,1986-09-12T00:00:00Z,New York City,Rossum,Emmy,,,Sam Esmail,,pop music,http://www.emmyrossum.com/,,,,1993-01-01T00:00:00Z,emmyrossum,,Warner Bros. Records
http://www.wikidata.org/entity/Q39224,Hoodie Allen,male,1988-08-19T00:00:00Z,Plainview,Allen,,,,,,hip hop music,http://hoodieallen.com,,,,,HoodieAllen,,
http://www.wikidata.org/entity/Q44833,JJ Cale,male,1938-12-05T00:00:00Z,Oklahoma City,,John,,,Christine Lakeland,,folk music,http://www.jjcale.com/,,,,1958-01-01T00:00:00Z,,,Shelter Records
http://www.wikidata.org/entity/Q55497,Jamie Lynn Spears,female,1991-04-04T00:00:00Z,McComb,Spears,Lynn,,Lynne Spears,,2,country pop,http://www.jamielynnspears.com,,,Christianity,2002-01-01T00:00:00Z,jamielynnspears,,
http://www.wikidata.org/entity/Q36290,Diana Ross,female,1944-03-26T00:00:00Z,Detroit,Ross,Diana,,,Berry Gordy,,jazz,http://www.dianaross.com/,,African Americans,,1959-01-01T00:00:00Z,iamdianaross,,RCA
http://www.wikidata.org/entity/Q44570,John Lee Hooker,male,1917-08-22T00:00:00Z,Clarksdale,Hooker,Lee,,,,,blues,http://www.johnleehooker.com,,African Americans,,1942-01-01T00:00:00Z,,,Charly Records
http://www.wikidata.org/entity/Q46677,Melissa Benoist,female,1988-10-04T00:00:00Z,Littleton,Benoist,Melissa,,,Chris Wood,,pop music,,Vancouver,,,2008-01-01T00:00:00Z,MelissaBenoist,Melissa-benoist,
http://www.wikidata.org/entity/Q41342,Mary Tyler Moore,female,1936-12-29T00:00:00Z,Brooklyn,,Mary,,,Grant Tinker,1,,,,,Catholicism,1958-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q18804,Rebecca Black,female,1997-06-21T00:00:00Z,Irvine,Black,Rebecca,,,,,pop music,http://www.rebeccablackonline.com,,,,2010-01-01T00:00:00Z,MsRebeccaBlack,Rebecca-black,ARK Music Factory
http://www.wikidata.org/entity/Q44903,Lindsay Lohan,female,1986-07-02T00:00:00Z,The Bronx,Lohan,Lindsay,Michael Lohan,Dina Lohan,,,dance music,,London,,,1989-01-01T00:00:00Z,lindsaylohan,Lindsay-lohan,Casablanca Records
http://www.wikidata.org/entity/Q50608,Trent Lott,male,1941-10-09T00:00:00Z,Grenada,Lott,Trent,,,,,,,,,Southern Baptist Convention,,,,
http://www.wikidata.org/entity/Q44301,Jim Morrison,male,1943-12-08T00:00:00Z,Melbourne,Morrison,Douglas,George Stephen Morrison,,Pamela Courson,,poetry,,,,,1971-01-01T00:00:00Z,,Jim-morrison,Elektra
http://www.wikidata.org/entity/Q48187,Eric Clapton,male,1945-03-30T00:00:00Z,Ripley,Clapton,Eric,,,Lory Del Santo,,blues,http://www.ericclapton.com/,,,,1962-01-01T00:00:00Z,EricClapton,,Warner Bros. Records
http://www.wikidata.org/entity/Q19526,Maya Angelou,female,1928-04-04T00:00:00Z,St. Louis,Angelou,Maya,,,,,,https://www.mayaangelou.com/,St. Louis,African Americans,,1969-01-01T00:00:00Z,DrMayaAngelou,,
http://www.wikidata.org/entity/Q25652,Martha Reeves,female,1941-07-18T00:00:00Z,Eufaula,Reeves,Martha,,,,,soul music,http://www.missmarthareeves.com,,African Americans,,1957-01-01T00:00:00Z,,,Motown
http://www.wikidata.org/entity/Q18989,Ryan Newman,female,1998-04-24T00:00:00Z,Manhattan Beach,Newman,Ryan,,,,,,,,,,2006-01-01T00:00:00Z,ryrynewman,,
http://www.wikidata.org/entity/Q14045,Moby,male,1965-09-11T00:00:00Z,Harlem,Hall,Melville,,,,,house music,http://moby.com,,,Christianity,1978-01-01T00:00:00Z,thelittleidiot,Moby,Mute Records
http://www.wikidata.org/entity/Q37459,Nicole Kidman,female,1967-06-20T00:00:00Z,Honolulu,Kidman,Nicole,Antony Kidman,Janelle Kidman,Keith Urban,4,,http://www.nicolekidmanofficial.com/,,,,1983-01-01T00:00:00Z,NicoleKidman,Nicole-kidman,
http://www.wikidata.org/entity/Q15935,Kanye West,male,1977-06-08T00:00:00Z,Atlanta,West,Omari,Ray West,Donda West,Kim Kardashian,4,hip hop music,http://kanyewest.com,Hidden Hills,African Americans,Catholicism,1996-01-01T00:00:00Z,kanyewest,Kanye-west,Def Jam Recordings
http://www.wikidata.org/entity/Q39983,Anthony Rapp,male,1971-10-26T00:00:00Z,Chicago,Rapp,Anthony,,,,,,,,,,,albinokid,,
http://www.wikidata.org/entity/Q43416,Keanu Reeves,male,1964-09-02T00:00:00Z,Beirut,Reeves,Charles,,,Alexandra Grant,,alternative rock,,Hollywood Hills,,,1984-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q49075,Louis Farrakhan,male,1933-05-11T00:00:00Z,The Bronx,Farrakhan,Louis,,,Khadijah Farrakhan,,,,Kenwood,African Americans,Nation of Islam,,,,
http://www.wikidata.org/entity/Q54868,Noah Cyrus,female,2000-01-08T00:00:00Z,Nashville,Cyrus,Noah,Billy Ray Cyrus,Tish Cyrus,,,pop music,http://noahcyrus.com,Nashville,,,2002-01-01T00:00:00Z,noahcyrus,Noah-cyrus,Syco Music
http://www.wikidata.org/entity/Q18593,Claudio Sanchez,male,1978-03-12T00:00:00Z,Suffern,Sanchez,Claudio,,,,,alternative rock,http://www.coheedandcambria.com,,,,1995-01-01T00:00:00Z,,,Columbia Records
http://www.wikidata.org/entity/Q14441,Liza Minnelli,female,1946-03-12T00:00:00Z,Hollywood,Minnelli,Liza,Vincente Minnelli,Judy Garland,Peter Allen,,jazz,http://www.officiallizaminnelli.com/,Los Angeles,,Episcopal Church,1949-01-01T00:00:00Z,,Liza-minnelli,Capitol Records
http://www.wikidata.org/entity/Q14541,Terry Callier,male,1945-05-24T00:00:00Z,Chicago,Callier,Terry,,,,,jazz,,,,,1962-01-01T00:00:00Z,,,Cadet Records
